epoch	reward	protected_cells	budget_left	time_last_protect	running_reward	avg_cost	extant_sp	extant_sp_value	extant_sp_pd	coeff_0	coeff_1	coeff_2	coeff_3	coeff_4	coeff_5	coeff_6	coeff_7	coeff_8	coeff_9	coeff_10	coeff_11	coeff_12	coeff_13	coeff_14	coeff_15	coeff_16	coeff_17	coeff_18	coeff_19	coeff_20	coeff_21	coeff_22	coeff_23	coeff_24	coeff_25	coeff_26	coeff_27	coeff_28	coeff_29	threshold_0
16	-62.0	150.0	3.4641275724037044	8.0	-95.48504969407804	9.09092056248859	0.876	0.7581056207994332	0.9413783730231197	5.3365548136797045	29.747672321279403	20.11585582272964	15.083860060877527	58.84621359573124	4.739778949057037	-37.914581312706666	-7.669067151368017	35.463062860030284	-4.857479113162125	-7.875351420371903	0.3592391314650685	6.3701242937098685	22.716792646808877	49.490873656603135	-14.794666684476674	-51.53417734707812	4.210635549159282	-29.702389890358784	-28.77718787261682	12.465305882344543	26.580223839579688	3.3509588547952607	19.440230220185434	6.872226094718133	-17.10209848225353	3.910124067015052	-17.02725557176005	11.483258616252598	0.8553572722840919	0.8997750989270521
17	-65.5	141.66666666666666	2.493685677227004	7.666666666666667	-87.98878727055853	9.351681460511822	0.8690000000000001	0.8507961750927887	0.9389397316847458	1.9505477719221416	31.80941891702147	28.408804875118825	22.203406218091917	69.98256544255354	7.634427439008636	-33.5474802730189	-12.101720237561867	45.002028215131894	-7.704331831848831	-8.69365054034148	-11.931815115812194	8.01730573730074	23.13015874337917	46.02641476997405	-13.224323033728165	-53.64959655201341	5.005204867792264	-20.840898939062697	-23.843134561622403	18.023501909459267	19.009187090001486	6.030495647626222	27.028289761692736	11.726663752846358	-21.45969017082812	11.965688202132359	-14.27695355679175	11.310123887300326	1.868129173805716	0.8850778544576541
18	-70.83333333333333	145.83333333333334	1.4521370579291248	7.833333333333333	-83.69992378625223	7.3315132012558655	0.8583333333333334	0.8201540424908981	0.9280446131033862	-0.28821345540366483	33.11738076984257	27.63144986478978	21.629430849829657	70.79696559890773	9.306170742242186	-39.53331347083717	-7.956101306090804	41.492659609479475	-9.059645620247199	-9.20437334092346	-13.846239364287383	8.475869405851151	22.56079300052782	43.57854176040219	-9.528206388166799	-50.39517716906363	9.160752702806324	-19.580596941243883	-22.25957136273569	18.880583211729157	20.231879273392067	8.425834667184384	24.58918666073415	14.688082881643613	-21.080896134764547	11.760081164668355	-10.080595668337729	17.348423024100857	3.8869108516797555	0.8045661339413012
19	-75.16666666666667	141.66666666666666	2.3875197302646147	7.666666666666667	-81.56660950635585	8.978381584254079	0.8496666666666668	0.8618405310009961	0.927898978663167	0.4733007844747761	32.834241779157296	26.810948808854356	24.107606066876233	75.76647770227731	11.758130122516128	-39.9004934469273	-6.983682908374377	42.913105859156715	-2.7624076535663606	-14.339712698613063	-9.96918842742117	1.4011876644082877	18.838826482584675	46.15430444131092	-3.5925912286301873	-46.84160342754683	8.354518318336197	-19.95086277015999	-19.74348064758098	16.828378176143033	30.786487510163923	3.93487461973392	22.34141015667765	10.887472223424263	-20.22942273635087	14.561871639452125	-8.638576746171939	20.93415973352372	1.8530684165082678	0.8644879416212937
20	-59.333333333333336	166.66666666666666	1.4284945047512585	10.833333333333334	-76.00829046310021	9.705390450224739	0.8813333333333334	0.8487417401934878	0.9445249123480434	3.2771011275669846	35.867503718177524	27.608307838179837	23.723962289438568	71.77798104878302	12.46687965100192	-44.00383109008461	-3.7175029529141774	43.7680733352204	0.10278731675628938	-13.540117515440537	-10.721152970413247	-1.313400459945289	15.870710787979935	46.942269806358354	-6.302617886753746	-42.67814876036338	12.313101151517422	-16.86278393744304	-19.39658637438122	19.94834214966394	31.425028830111163	6.784332383280072	23.70949531693053	10.16698163068324	-23.699545959614273	11.802813802284193	-6.316431465183786	13.881571930195895	2.7608639290239356	0.8550868462621146
21	-62.166666666666664	158.33333333333334	2.837913888714001	8.333333333333334	-72.54788451399183	8.885925554492571	0.8756666666666667	0.8585520518569165	0.9345070512389672	2.75283105807002	36.547107781703474	30.521614408859108	25.73272040540828	75.98018041549388	11.527609271315825	-46.871830277081585	-4.355107973297496	42.54378179631339	1.1165080462402326	-15.555783591702095	-10.905904161579501	-3.012254494276335	17.33316322766527	50.01745726594056	-5.0430057992341	-46.977603683505436	9.358389204351624	-18.147103994208024	-17.766615035488336	21.79513133526028	32.05677887878284	6.964222336912039	22.976525228601265	9.393683865270255	-23.568816613075864	13.519408806459452	-3.3109147584040697	13.095520565246865	2.8240227653467467	0.8507062921929264
22	-56.333333333333336	166.66666666666666	2.6822921542216194	8.666666666666666	-68.4942467188272	9.021111872941574	0.8873333333333333	0.90265051039762	0.9442544714523833	-1.0789023541053058	36.79543569410222	30.442653949688946	28.762399324017395	79.04812698030548	12.6992037586974	-47.13012134171322	-5.240296123651095	41.924045858982645	4.324934654282021	-14.63737515519832	-10.462292143401822	-6.606187536000791	23.137102350352222	46.57006615549431	-4.104954015234565	-44.17305744552414	11.354225384540253	-15.743161259029234	-12.641214647436982	22.043995651853326	27.62823500715505	6.422424802004207	15.926783085169571	5.0323395531197415	-26.070006334566077	15.50860999909971	-0.9662111425368893	19.117887188501257	-2.1130563707471377	0.8311780313068547
23	-53.666666666666664	170.83333333333334	2.5478174135596228	11.166666666666666	-64.78735170578707	9.91220733541787	0.8926666666666666	0.8935162240208814	0.951906309627167	-0.9576199423696016	35.42798581612015	32.746352416143594	27.68194216128035	79.87125480951865	12.46616925137647	-40.00278872755216	-9.46051461950826	40.64400541985574	4.105981605361055	-17.494991785893426	-12.58003577318841	-11.788496054169741	21.129444033863024	47.528810340729024	-4.9445789671691545	-43.03851375828452	7.408568732208594	-17.879802897676562	-13.869049486881622	16.706013003607982	27.211294652485773	6.7149037054131675	13.669536493917295	3.5642688930724007	-24.60830920055018	15.82768244996432	-0.23015890752674295	14.604383990394195	1.6800024385268273	0.6167767585488544
24	-63.166666666666664	162.5	5.03692783903011	8.5	-64.38218044600697	8.756984947430626	0.8736666666666667	0.9297369811000155	0.9377062509611216	-1.0480876608183636	33.218269944064524	32.11481221322508	22.016254658922286	76.2086785607898	11.760073887856052	-37.968389833916916	-9.66325849214709	36.64406126921023	2.956607959223335	-15.193241108873922	-10.00757882683608	-12.269841468938663	19.17785685468461	51.99479279580263	-8.79490806218126	-43.62542877400867	10.875300835365787	-16.324405622925344	-15.168362712038203	18.520998824186606	26.745577522908757	7.708850356529531	8.978538662022387	0.031190088850575393	-21.69729589311481	17.722662453545293	1.673610551891946	13.922226503563774	3.084235705589227	0.7030346578418112
25	-62.0	158.33333333333334	6.051788561140622	8.333333333333334	-63.78663533450523	9.395610659482637	0.876	0.8426802438330993	0.9429205766209354	-1.674285994211409	33.99731181749122	31.788759443319666	21.256965784851637	75.81473233645997	11.368153873066326	-38.02005387750548	-8.70878828454954	37.37161729548018	3.4607949679917835	-15.037363693225407	-10.165943098135722	-11.428591080485527	20.089341940863545	50.925696218407694	-9.297498204241633	-43.411357122179766	10.983395964179833	-14.255783515564609	-14.746274228884044	16.166473681161047	27.35573542992528	7.998424136886051	10.260747264095524	0.10977502405495557	-21.81403830120986	17.781895600351827	2.862476627100214	12.808777323298475	2.956340161758733	0.7083801503885239
26	-61.0	166.66666666666666	3.3991718656205663	8.666666666666666	-63.08997650087892	8.425036281308541	0.8780000000000001	0.9040923956399789	0.9389378470620767	-0.7107567368847296	35.0593328858538	33.204344389190084	21.418824052641053	73.7607252423443	11.81397705700386	-38.90965217316363	-8.734072616547456	38.26525856787178	0.3671367095227578	-15.470910937162891	-8.474420341166917	-12.77549398538471	19.946097200898002	49.08402063181502	-12.55210663013864	-41.93789176854418	13.059834439880964	-13.58533321964885	-16.211869760883104	14.185733968165094	28.03057858169889	9.326770953836638	9.330805989092083	1.7199630111513884	-21.321308705479858	16.622028882460786	1.1200856857422334	11.135379427784518	4.393249104323234	0.746315072027172
27	-57.333333333333336	170.83333333333334	2.797077292303628	10.833333333333334	-61.650815708992525	8.421706925749243	0.8853333333333334	0.9201028746326813	0.9445829869854533	-2.1999883897894383	34.03053266270936	33.222714422689336	21.94274242313868	74.16689207282218	11.941737686648432	-37.175283409723235	-7.901251891946108	37.71351709004318	0.2973513457404061	-16.4143679206028	-10.052101697192402	-12.810596054163643	19.493860052469124	51.713746695836505	-13.177117131293997	-42.99834243516624	13.44930628092003	-13.574031528663308	-16.079716678243614	12.79438362866293	27.972150927094784	9.877628439119956	10.008956056880077	-0.9134605706186012	-21.265521135948568	16.58522482223367	0.7892524890531045	13.549836505115152	5.255290862620218	0.7994181362515684
28	-60.833333333333336	166.66666666666666	4.624291870476661	8.666666666666666	-61.44644511507773	7.892071135357017	0.8783333333333333	0.8699204809831177	0.9434197276348432	-3.364897747781133	33.1112148759472	34.27000954492739	22.226100394260424	64.26085068758967	10.44658362891005	-38.61762957322083	-11.38780873574925	38.110941950842445	-0.7898338601409282	-14.20200531000584	-9.64570007286021	-11.140208293230822	20.11746152249027	55.233431738592785	-14.913598464546318	-44.280815648327405	8.694206067843142	-15.291442454769937	-15.271493466454046	14.204306205736097	31.77241333722699	11.740951630295854	10.515229426814926	-6.669106822140393	-23.669350999980864	18.38430898713861	-2.086279900818773	12.718727895500734	7.105083201106051	0.8139937650512347
29	-74.16666666666667	158.33333333333334	4.615728629482363	8.333333333333334	-64.62650050297496	8.23962036003707	0.8516666666666666	0.862278743539801	0.9276759041430177	-7.181693715943794	32.22283488955223	30.366046281565097	23.013712500425896	62.89224360418226	11.610148737241156	-41.3374252099411	-7.466808743163027	36.470197883729675	-0.3135418222339667	-17.726111684912944	-6.61767347888439	-11.62016083106368	18.56922070811985	52.49450631793006	-14.481078728738213	-41.21138620878556	7.590787343391088	-13.133318025569801	-14.859641116172636	11.685066048485844	31.263478497366798	10.502186135888326	10.510376994505336	-7.215322532839041	-27.127878381610945	19.572795502738533	-2.292563338785712	10.658023273937552	8.256167528879118	0.818059662227745
30	-61.333333333333336	166.66666666666666	5.089946455292384	8.833333333333334	-63.803208710564554	8.287026102485553	0.8773333333333334	0.8944410847266768	0.9404633356473919	-7.389685613815125	32.61010083289751	28.747754129468735	23.880959800847545	62.76113484899935	12.0502248459792	-42.83783715721291	-6.031859915543101	36.3676789958386	-1.5104118443244796	-16.780374623576556	-8.617728082838696	-11.422453798895253	18.175789324109076	53.763113666928724	-15.718711358564157	-41.48760829156093	7.787323197620448	-14.297479108102415	-13.97094963061008	12.253366521571163	30.15600048493072	12.00863425764264	9.742024814931233	-7.4281111276848115	-27.74763708744673	19.617666482363816	-2.1240459915265295	11.607870179655547	7.910468744594711	0.8137712857714666
31	-61.333333333333336	166.66666666666666	6.017421440566674	8.666666666666666	-63.18573986625675	7.960944145221231	0.8773333333333334	0.8809795010250553	0.9406578264544687	-6.692962787296239	31.93501955973382	28.04481333033172	24.591819308626587	61.52641352322892	11.73415817506949	-43.0555535760398	-5.078314507434782	34.825264299805056	-2.188040781001096	-16.303053858916382	-9.906123314464047	-12.268906868943532	20.665110831848402	52.9838991202806	-15.6298682203163	-42.443957402214416	7.957329487464245	-14.545583968524182	-13.880738287617733	11.707797949562632	30.364378193427974	12.044069810460064	8.577991461650655	-7.7492182122272215	-28.115713938640635	19.73868547652954	-1.7574409008703618	13.767491897234477	7.604315252022408	0.8801852131967001
32	-64.0	154.16666666666666	2.7509045942604886	8.5	-63.38930489969256	9.54987909820156	0.8719999999999999	0.7406830321845755	0.9389358087856939	-7.050396252843821	29.595903591005126	27.87068205083048	26.354129027161036	61.08984697574884	11.495556145838101	-43.97508481822931	-4.4872518345256545	34.13749991195765	0.8421928888712849	-14.527487676410647	-10.604318999916636	-15.326623914203768	20.188408172062207	53.54784083499527	-16.56539291051423	-46.08812392877578	6.440619914507153	-12.495077475838418	-14.513425275269096	12.922473357530178	33.65486036922072	10.796091836522455	13.252543768818752	-8.850713301169783	-27.613743106858472	19.521532048642758	-1.6913323734221293	13.271845931201346	6.343151224377586	0.839715928199374
33	-57.0	158.33333333333334	4.793033692934338	8.333333333333334	-61.791978674769425	8.167124039984376	0.886	0.8933800072738581	0.9500952496787586	-6.309200364591139	29.647315514393917	27.69866784788604	26.78367038737281	57.96469296885326	13.087483937644798	-43.247293081431245	-4.601996551331056	34.919584240057624	1.8489356101893857	-14.447261574704479	-11.615747436662318	-15.27284166115466	19.794471499624226	53.739398206053735	-16.22803989072849	-45.19188845956033	5.401681089242173	-8.789749404875398	-15.425503463445075	12.346036704448865	34.26821309539159	9.862403165193216	13.718326109609245	-10.077390603702916	-28.37564788561427	18.20059774118152	-3.2460186264741155	13.676689709810793	7.052102845124669	0.8876891052253341
34	-72.33333333333333	158.33333333333334	4.712773331061441	10.333333333333334	-64.4273173394104	10.725697385054845	0.8553333333333334	0.8314385895062694	0.9338137770914495	-5.829763445856695	31.29834305075392	25.322469680378696	29.212187987619487	52.29431582242768	14.450205570239582	-46.109407043897704	-5.498625166639439	38.131027864764306	2.798160805715174	-13.805004766542572	-12.989548765175853	-12.783346039434205	14.816448449890437	48.14175333312959	-17.213035536559605	-46.53881042412741	7.687730003526408	-7.524334572088702	-17.20711923068954	9.754515786842205	27.653338392158687	11.992607934987642	9.58347266022146	-9.084633627968763	-32.32322773583652	21.534543439680377	-2.7003574811260362	9.555605224419903	9.412107836291156	0.8986846930703091
35	-59.5	170.83333333333334	4.008920833265051	9.333333333333334	-63.195488004557795	9.066292543847917	0.8809999999999999	0.9151059434828913	0.9390703441631437	-6.380599855300673	30.354975997503633	24.858448445253178	27.985208040156962	52.72571067143447	13.68350706513687	-46.52872481236456	-5.112133940321509	38.23697251256252	2.3208874256974297	-13.218922731215356	-11.09342258944585	-10.582414472974575	17.09203923498154	45.0836937532423	-16.194015873101574	-48.0499415850359	8.465317357411243	-7.300747099502001	-19.645936622599898	9.584129192917889	27.274756833935033	11.346165883775077	7.508992193127449	-9.85241567230822	-31.4261398558299	20.98484492456842	-1.530469481640861	8.511814617995467	8.121425823508869	0.8930944448581317
36	-62.5	158.33333333333334	4.946974387292934	9.166666666666666	-63.021616003418345	8.337907400625085	0.875	0.9311050992660411	0.9424167550519663	-7.0403285195855	28.51518464615922	24.714304936195283	30.36736686742344	50.68259472376741	14.175341786665687	-46.942230485369045	-5.285157483938695	38.4758357191027	1.3955230560432978	-14.5723430685146	-11.91993077908089	-11.474950836789537	17.413300320402623	47.22137476630921	-14.143734002145045	-46.39826482943158	8.713528236198709	-5.635250026800152	-18.663918557149145	9.554429985681026	27.29726690176883	10.448593515392883	8.706181239127382	-8.274380368987815	-31.31824053310544	23.074660184039715	-2.4689155153793445	6.636839468703157	10.038065379609982	0.8755323800664208
37	-55.833333333333336	170.83333333333334	5.368577118298596	9.833333333333334	-61.2245453358971	8.551921327647406	0.8883333333333333	0.8441245838383861	0.9474559695822632	-7.395947761508709	26.9341176590994	22.47714430768075	30.340567451097517	52.6452191888472	11.09845062684763	-48.654274623422566	-6.513870681552316	35.99364123812397	2.585670141089735	-12.843923171332984	-12.19522077961023	-8.471455062536755	16.890907722618838	45.6910896119976	-14.02891038424353	-46.599145421993676	7.2279475567313085	-6.3105315357045075	-20.333790967632723	9.391879125268913	26.931088168276297	10.88704047270153	10.413387456296705	-12.461934703981909	-32.88378400725907	27.219912547768885	-5.793177678632371	6.085361806318364	13.525018173589736	0.8034481389450941
38	-60.833333333333336	158.33333333333334	3.7960922241531456	8.5	-61.12674233525616	8.283407733585005	0.8783333333333333	0.9393445976844509	0.943865831080475	-7.325463516220274	27.22110590010456	24.32203134704819	30.252544805722277	52.463966285066014	12.371800458886222	-49.31524488595871	-7.419662951772982	34.501010351063066	3.436093810706435	-10.76391147465982	-12.777285131596276	-8.244104017291185	16.868650128769666	45.486284715622006	-13.699534751894056	-48.31501759253704	7.378546648887887	-6.349456109814858	-19.800157181644106	9.535742510893982	27.31645364594481	10.865163383817135	10.137502467177653	-12.502617949476928	-34.26832386081615	27.92611177916119	-6.743566150735026	5.520678586370954	15.51094957983889	0.7972989467004769
