epoch	reward	protected_cells	budget_left	time_last_protect	running_reward	avg_cost	extant_sp	extant_sp_value	extant_sp_pd	coeff_0	coeff_1	coeff_2	coeff_3	coeff_4	coeff_5	coeff_6	coeff_7	coeff_8	coeff_9	coeff_10	coeff_11	threshold_0
10	6.166666666666667	154.16666666666666	1.3773134616506855	9.666666666666666	6.146761576334636	10.669742467752565	0.8103333333333333	0.8745900094962938	0.9119981554061051	0.06159558675157507	0.13394586300995542	-0.9346593678209213	-0.012219471239996463	-0.1217730392493332	-0.045756952403630494	-0.3581482702778274	0.43398445554682924	-0.14552156200434	-0.34757098117348323	0.020643651425077403	-0.22864104674890173	0.48563158230165804
11	6.5	162.5	3.2546792215466005	9.333333333333334	6.235071182250977	7.958765950493341	0.789	0.6996340068659	0.9040446724966275	0.04073614613586379	0.12021017843877427	-0.6619687194865298	0.08788960850459418	0.012673243141255078	-0.157476955900061	-0.3792047284225387	0.531414414341558	-0.23229630225650477	-0.5611021706446411	-0.07571207456895453	-0.479130141107561	0.48861292104512904
12	6.5	162.5	3.372857729658179	8.666666666666666	6.301303386688232	10.940113519049701	0.8336666666666667	0.7892978946103839	0.9162910483609036	-0.2279843156683809	0.07916955175315293	-0.6077075571196973	0.22341996902255098	-0.015725561973484948	-0.004773410845091447	-0.28137588037582734	0.6730573058604278	-0.2987781165871642	-0.8358054721635173	0.013162742120859605	-0.6446201223853673	0.4959730325467155
13	6.5	162.5	2.7190089801726303	9.833333333333334	6.350977540016174	8.039119641812581	0.8276666666666667	0.9232290988387372	0.9215304883090325	-0.10999725274291856	0.0880430472917319	-0.4588150974325658	0.17745776339178332	0.0851664540447169	0.029333629987750985	-0.1194319248149874	0.5779850390651633	-0.2923089741513605	-0.8773698572708388	-0.018963281364479702	-0.6639866737590447	0.4900160657579947
14	6.833333333333333	170.83333333333334	4.447619872694303	9.666666666666666	6.471566488345464	8.566165626905368	0.8399999999999999	0.8386496079813811	0.9303862512063712	-0.04413343487680005	0.21751120872554952	-0.44736323952640666	0.16070910120127463	0.23236983648071122	0.0007612633298489449	-0.13162283456769824	0.5415257727127052	-0.4714119530081437	-0.8061456642434917	-0.03785026454293768	-0.6671046807465416	0.49022447624064336
15	6.0	150.0	3.8652516068325973	9.0	6.353674866259098	9.546964950294202	0.844	0.8773825764691239	0.926868704398212	-0.07875773475566365	0.26168241509016343	-0.44032327835715834	0.11714235252185602	0.1532556660996414	-0.007446388800753519	-0.10565141206327934	0.6001454192391259	-0.48319670786663826	-0.8298657297278641	-0.2238045963941375	-0.46872085274076897	0.48626054583763273
16	6.333333333333333	158.33333333333334	2.332154758146787	9.333333333333334	6.348589483027657	7.9618222649286805	0.8263333333333334	0.8264310342728595	0.9196900870046929	-0.1688231606633775	0.40721628851576797	-0.5305815823667719	0.0679141586369478	0.02285627699726936	0.04830372794888988	-0.15150754703179567	0.5667555305236813	-0.5453712172876322	-0.9990117667375489	-0.17649502135962394	-0.4729483010705478	0.4860300125933707
17	6.166666666666667	154.16666666666666	3.6851649235597566	8.666666666666666	6.30310877893741	10.000644690919337	0.8276666666666667	0.8432518203262941	0.9188116321298128	-0.24382939100276518	0.35763210058976597	-0.544400991449556	-0.005799435967316566	0.00435263260596477	0.06605752126673188	-0.24810948248341463	0.5942979206403768	-0.7123000129026095	-0.9093847762777303	-0.254587856632633	-0.521583979904387	0.49173838675935294
18	6.166666666666667	154.16666666666666	3.1236356120931994	9.166666666666666	6.268998250869724	10.264790826425338	0.8246666666666665	0.8384490546170813	0.9148391757124653	-0.4001959621858475	0.4365786784507173	-0.6342280261182716	0.07297108185945018	0.20251102528694412	0.09938221387468393	-0.2921024723311052	0.5261843230766178	-0.7193360519914583	-1.0164903703985606	-0.11659595194855873	-0.693145523254008	0.47464353396919573
19	6.333333333333333	158.33333333333334	5.3534429058999535	9.166666666666666	6.285082021485626	8.088646593661453	0.8080000000000002	0.5718040321933119	0.905171090546927	-0.35778098715184015	0.33911994616628416	-0.6550149024282226	0.33377486281996455	0.20044524283903012	0.06437172959384549	-0.06214205172770457	0.4044281340932754	-0.6511730246874794	-0.9134761302559469	-0.1792889256756501	-0.7654377361924364	0.47556660896801584
20	6.333333333333333	158.33333333333334	3.3361923805084452	10.166666666666666	6.297144849447553	8.263197747886652	0.8306666666666666	0.6758451396558426	0.9233983779689483	-0.3992415678666434	0.36599456131942726	-0.7605987920329542	0.32654335766358705	0.24948282045360654	0.12358932089196245	0.016426768720722865	0.4993570869505264	-0.6764720570806279	-0.7441791417653179	-0.2079459501201978	-0.733615589237657	0.4686000456359539
21	6.5	162.5	1.636515565233237	8.833333333333334	6.347858637085665	10.44847362058355	0.8109999999999999	0.8432583540195603	0.9084963579533981	-0.09883319904342497	0.20947573314174314	-0.7540328217288226	0.04754898730003049	0.09997338234369132	0.21172143442665456	0.039735994084698266	0.49173678556070133	-0.6631444225935271	-0.9365720579995783	-0.3621453131797295	-0.8580408637078861	0.47305727511518786
22	6.0	150.0	4.242401901412143	8.166666666666666	6.2608939778142485	9.387268042688028	0.8273333333333334	0.8108471472111684	0.9197430401578441	-0.0841818090037159	0.13736203309747885	-0.666492428924904	0.016533722975665927	0.05179238877155865	0.22659665377412297	-0.021674734256584095	0.460427120587302	-0.6050820937403931	-1.1189032369203014	-0.5944442733651552	-1.1333961560622994	0.46367003273745483
23	6.666666666666667	166.66666666666666	5.253094979672007	9.0	6.362337150027353	8.405351371393884	0.8153333333333332	0.8661995660504646	0.9195296138759019	-0.09432705678491292	0.15368958587470247	-0.6892138188255158	-0.3212004325480273	0.12735315465105188	0.14544221873681637	0.03639954362548692	0.45891550373257073	-0.6689491898330819	-1.362495569254322	-0.7490289136019433	-1.0225035749114946	0.4691278910614046
24	6.166666666666667	154.16666666666666	5.529498195301792	8.666666666666666	6.313419529187182	10.416976452995907	0.8180000000000001	0.7549647133878956	0.91332666528992	0.00452976247784731	0.20413444074903161	-0.5742458870767742	-0.22702498355366707	0.2501714340955961	0.28097827360993266	-0.007044908471333176	0.37792500047737576	-0.7419084915973806	-1.510934919332208	-0.8908066495912521	-1.0165135325944048	0.4754846331853114
25	6.166666666666667	154.16666666666666	5.470451983281294	8.666666666666666	6.276731313557053	9.995773701229515	0.8123333333333335	0.6948380408947732	0.9145582801554654	-0.06795698414481365	0.13432720696932368	-0.49636085600965885	-0.1134396065295604	0.0566781281127432	0.28094652781697216	-0.21362482461172705	0.3419383047015499	-0.6585771195335175	-1.4288629201751175	-1.0328397985841085	-0.9638910335877389	0.48591075185364574
26	6.666666666666667	166.66666666666666	4.756944176225697	8.833333333333334	6.3742151518344565	7.818746739680553	0.7929999999999998	0.7259503246070119	0.8985058270467962	0.05065337769715478	-0.022411165222161855	-0.7030571195387705	-0.06956852806526913	0.07689936829030825	0.2461851903003817	-0.16091119729510184	0.33965237626014727	-0.5533019212713873	-1.376277106191607	-0.8538622717330475	-1.0271366881520156	0.48540560235075403
27	6.666666666666667	166.66666666666666	4.820628747925931	9.166666666666666	6.44732803054251	7.883120423953088	0.832	0.8762272554270908	0.9179278778228551	0.2947948828815037	0.051782945534684516	-0.767693204304868	0.04255238971293811	0.02635493611067441	0.2750158269934763	-0.3839495069600633	0.4996766261698714	-0.4971206512738901	-1.3845386791489787	-0.7715223388464184	-0.7650844851819525	0.48688735176707326
28	6.666666666666667	166.66666666666666	4.516063689064141	10.333333333333334	6.50216268957355	8.264638327846024	0.7803333333333332	0.8450589375511394	0.8999157249246811	0.4904090360634622	0.06698912140139933	-0.8070356092972176	0.17221719870083702	0.03129495377728906	0.2695578187054196	-0.374117692184441	0.442404037038423	-0.45413332149071567	-1.4413467621093476	-0.9366586506880454	-0.5957390924365004	0.4807910437394599
29	7.0	175.0	4.0396889619350285	9.166666666666666	6.626622017180162	8.899614913932874	0.83	0.8533561059452471	0.9216199640533623	0.5021992767056361	0.10978958268437107	-0.8341223615873048	0.23195390486492531	0.01111142297553093	0.30416782859280445	-0.3719166643108596	0.4867045995059076	-0.4594979796838736	-1.412738932016046	-0.8951951239820443	-0.6029565383914244	0.4806859935242847
30	6.333333333333333	158.33333333333334	4.941566597410009	9.166666666666666	6.553299846218455	8.696886184488191	0.8153333333333332	0.8253508499046083	0.9132171565924933	0.5332837767212976	0.07941048261125262	-1.028910190158331	0.07238845654082382	0.12127069441944643	0.2402558804952989	-0.49501644847928317	0.460352940588842	-0.4704327158476506	-1.4828781752382503	-0.7285289804843994	-0.7855660754712278	0.4798706143746289
31	6.833333333333333	170.83333333333334	3.6296097267046616	9.166666666666666	6.623308217997175	7.503145614775307	0.8326666666666668	0.8616291213792362	0.9153926274822274	0.5799570872692893	0.19044999348655944	-0.8350188111791166	-3.555394740034634e-05	0.030657915047014858	0.41969568649937095	-0.5994613996968182	0.6410126248995863	-0.5645196074521517	-1.4300026523468554	-0.7954260318042542	-0.7333150291187215	0.47203460367524286
32	7.166666666666667	179.16666666666666	6.909841037549153	10.0	6.759147830164548	6.916751853271471	0.8296666666666668	0.7985662043337401	0.9145575865855675	0.7198621865238488	0.31440631341188296	-0.850950624545744	0.0661955873325192	0.20082416591554403	0.4946436409887459	-0.6314102340233402	0.6599927437091732	-0.6784400374359651	-1.6265130403271875	-0.7295815050307957	-0.7779530076163819	0.47305990695277994
33	6.166666666666667	154.16666666666666	5.686543090945139	9.166666666666666	6.611027539290078	9.139643912497899	0.8203333333333332	0.7666498322791081	0.9145700240441655	0.6967677573576705	0.28552379085379315	-0.9293640547384544	0.17109428289998346	0.22824524413569244	0.5756877830300514	-0.7849162326631767	0.7428556244213939	-0.7181689622271358	-1.684511633475598	-0.7180528019205109	-0.885435443151967	0.46897473817322116
34	6.833333333333333	170.83333333333334	4.737750760466166	9.0	6.666603987800892	7.802690272812664	0.8069999999999999	0.7429776416816813	0.9070375200664564	0.7906889660624186	0.43936390256107793	-0.9199957721823143	0.16178401881368154	0.3503574671585488	0.5580099288958156	-0.7897049348945229	0.7470848113833211	-0.7959899948306204	-1.660451600414901	-0.8943851620924347	-0.9138384649798826	0.4658379112492891
35	6.666666666666667	166.66666666666666	6.705600100922574	9.5	6.666619657517336	8.124779792974184	0.7900000000000001	0.7979457036346896	0.9006963013919562	0.8508322391357146	0.3709295037274237	-0.9835155406506004	0.1612549033356672	0.32071370865208926	0.6597236019567931	-0.8886128363080907	0.6744826192039305	-0.821267154505017	-1.6647834850184828	-0.8295217138940241	-0.9276636801702701	0.4698540799764516
36	6.833333333333333	170.83333333333334	4.634858535961537	9.5	6.708298076471335	9.755304760507416	0.8173333333333334	0.8332465754187064	0.9085139364022571	0.8154976194616381	0.5180663685605558	-1.0027513767087461	0.1483980512453016	0.36440494685387115	0.7178267421655081	-0.7685373679970817	0.6839222252826328	-0.7464581509930686	-1.5866586260284872	-0.7756269782808094	-0.8107247928022501	0.46581486803988387
37	6.666666666666667	166.66666666666666	7.796803990388952	8.666666666666666	6.697890224020168	9.20370219644298	0.8253333333333334	0.9009459081229646	0.919333455230965	0.6632605383964251	0.44568153384415005	-0.9884718753425502	0.3164690582966059	0.3226303120061365	0.7493940538175505	-0.7126106704734415	0.36623144925346135	-0.8026294293787126	-1.7291727080602135	-0.8934732044043556	-0.8395607923907303	0.46462658916550187
38	6.5	162.5	3.9455289998684555	9.166666666666666	6.648417668015126	7.731397636863746	0.8343333333333334	0.9088946875101079	0.9233036995241161	0.6916231032227019	0.42224271442455785	-0.9074076475593374	0.3791419787259112	0.34367720529706935	0.7496410790356915	-0.7260174713978904	0.2604731201747173	-0.7977629628127169	-1.7486921971645237	-0.8008197560665806	-0.8542198506784866	0.46725087025191947
39	6.666666666666667	166.66666666666666	5.015109373302427	9.333333333333334	6.652979917678011	9.2507279373332	0.8019999999999999	0.788413782571651	0.9029382591604049	0.6577814452929044	0.5920812930155486	-0.7509623823474791	0.461389052879968	0.27638486653980926	0.8175394313563124	-0.5007696122012019	0.18633576790967976	-0.7702470260631644	-1.8625170198352679	-0.8709301625301524	-0.8677345161553246	0.46729937723722714
40	6.666666666666667	166.66666666666666	6.508187060608987	8.833333333333334	6.6564016049251755	8.182643002833371	0.8086666666666668	0.8369408186595546	0.9082540989344534	0.664939345926825	0.8437771932439919	-0.6062699809355072	0.48354563864090466	0.1972390427425379	0.63656248164326	-0.5573326993628395	0.21554611122593823	-0.7813763592289485	-1.863428691657848	-0.7340216905730057	-0.9844399056620848	0.46759941351759593
41	6.5	162.5	7.246765219210155	8.5	6.617301203693882	8.243538409439601	0.8106666666666666	0.7934038450385986	0.9172318702893851	0.5060816404556173	0.8463169343084638	-0.7903863133543121	0.32409853094347807	0.07257072719610554	0.5350241414933822	-0.7169792055314086	0.04445193579687251	-0.6932893843846286	-1.9115706948702391	-0.6038837479189649	-0.9365646234354263	0.4619015022119366
42	6.333333333333333	158.33333333333334	5.463816253462295	8.833333333333334	6.5463092361037445	8.201541068156262	0.8340000000000001	0.7667059616416734	0.9227520239747221	0.5567127580353136	0.8187115765338996	-0.7370901029708551	0.3541647967720741	-0.07149913270757187	0.6038267129171008	-0.7452942203893363	0.06453983556916457	-0.7096734677004518	-1.9450337993244784	-0.5563010439529288	-0.9893945986088288	0.4556631523653372
43	5.833333333333333	145.83333333333334	7.3471619933344625	7.833333333333333	6.368065260411141	9.562857362189396	0.8096666666666668	0.7785270785489947	0.9197379429195683	0.43940261871610486	0.6999154694709129	-0.6147647502056024	0.3208669295173038	-0.06367295791616913	0.46197582952606076	-1.0266219647894375	-0.1309064534315825	-0.9022092228412634	-1.954170325122901	-0.5938112729707897	-1.0914991961967548	0.45285640112517517
44	6.666666666666667	166.66666666666666	3.670627841551189	10.833333333333334	6.442715611975022	9.480856122922704	0.8103333333333333	0.7475867054937585	0.9080223020340434	0.525128451395033	0.792476097289148	-0.46011802475783636	0.1493244123815083	-0.2069152159211457	0.4120249907786517	-0.891338744749222	-0.36219861739513315	-0.7354609287446008	-1.9761424243088217	-0.4479255645644782	-1.402098294722715	0.44487459295718496
45	7.166666666666667	179.16666666666666	5.993045175102097	9.666666666666666	6.623703375647934	7.39709499813344	0.7983333333333332	0.8138627302426981	0.8983082142413109	0.5100620044962828	0.7616549468211354	-0.573048945652603	0.20113960753698534	-0.18713761597793563	0.35209481177075486	-0.7346278339065132	-0.29420677682109275	-0.6859969640202361	-1.8527629768286755	-0.4121529215193651	-1.4179256674586689	0.445482103087584
46	6.666666666666667	166.66666666666666	6.342698935625109	9.166666666666666	6.634444198402617	7.577013802684754	0.8076666666666666	0.8470728993094928	0.9034786738321778	0.46544298688818697	0.925181162348357	-0.540651353133351	0.2034179016835412	-0.023715373210834334	0.4310516673691388	-0.7289848271389345	-0.3283781967421918	-0.6652736390901418	-1.9166316508530155	-0.263038946576302	-1.3392860676262857	0.4408933418016299
47	6.833333333333333	170.83333333333334	5.620154321000242	9.166666666666666	6.6841664821352955	8.126998359041997	0.8513333333333333	0.783577243081647	0.9237554732165677	0.4346173768989976	1.1178375349741025	-0.5780093649972001	0.340898156033443	-0.15218030104554583	0.607223488067983	-0.6030100817910395	-0.33091835709886214	-0.6002172341483278	-1.912045887600574	-0.16377222581609358	-1.3656593145032176	0.4454590768638635
48	6.666666666666667	166.66666666666666	9.03890671756929	8.666666666666666	6.679791528268138	9.056408889962745	0.8159999999999998	0.7472810808604451	0.911192788215223	0.44402632239893547	1.1769659105442325	-0.6877009628113919	0.31585742823377533	-0.15104749402630646	0.521276979663376	-0.61757547792228	-0.29538043490314037	-0.5600279542222035	-1.934351184995806	-0.12443196178596384	-1.4669987449402782	0.44165623630207834
49	7.166666666666667	179.16666666666666	4.3134259697054675	9.666666666666666	6.80151031286777	8.333648186638849	0.8206666666666668	0.8592631269873078	0.9138737450403518	0.3376732121064798	1.2076077594225267	-0.7032172146038707	0.3720545989973793	0.05491348724559911	0.5095119566443981	-0.8899727563936278	-0.2869665133910433	-0.5669861432076254	-1.9289878722922456	-0.13425774101424082	-1.5560910850839738	0.4437291131237665
50	6.666666666666667	166.66666666666666	6.595496877841788	9.833333333333334	6.767799401317495	7.733592636526015	0.8346666666666667	0.8928811697384313	0.9191574412505242	0.3858919775120832	1.1806521848513132	-0.5731085032560863	0.42163633662061023	-0.05488323530488312	0.4293764593433651	-0.7942425331339822	-0.34364764841130097	-0.42723817021764565	-1.9221844561238968	-0.1803063951406084	-1.6310825574138066	0.4469521861884002
51	6.5	162.5	9.112901382666019	8.666666666666666	6.700849550988121	9.415054354596952	0.8103333333333333	0.8859390592434346	0.9063279655790782	0.3078790052281771	1.5128705675600405	-0.6534565498268131	0.26319775741459867	0.0765554459684144	0.2655616299453346	-0.6741649532679588	-0.24982344174462848	-0.4754716599307734	-1.9016358914224885	-0.07150927260891157	-1.6060162427670992	0.4572087319196295
52	7.0	175.0	7.530530153228116	9.5	6.7756371632410906	6.991205310300928	0.8146666666666667	0.8341876300894517	0.9172900342867049	0.30573162988057145	1.400713519020694	-0.5467158070291045	0.3207486977075894	0.1645991167104575	0.32904781597352106	-0.5116540531890851	-0.2842004872219642	-0.5612379346101964	-1.9406686911449031	-0.14059459938911567	-1.5621293752619858	0.4614612538877543
53	6.333333333333333	158.33333333333334	3.5761968092662992	10.5	6.665061205764151	9.299723551210295	0.8196666666666667	0.8663829741402571	0.9149155474573673	0.2790733579069541	1.4624570859608683	-0.5827749432014075	0.4881032755069666	0.2778499018559446	0.3720199346488007	-0.612747319136112	-0.4134594743228442	-0.5527891353422839	-2.0325752545829516	-0.3493285830973386	-1.4645789929033195	0.4597987149312846
54	7.0	175.0	8.503625438477597	9.333333333333334	6.748795904323114	8.036035945292257	0.8133333333333334	0.6975791326173394	0.916981122429605	0.2660255585990648	1.5739554100288886	-0.6655190884023414	0.46460623437145365	0.3143643316488728	0.47087409416536447	-0.6797625851918867	-0.46374007002466144	-0.5606194131743805	-2.0748359510836956	-0.4988552011112314	-1.5334449985208094	0.46761910632719883
55	6.833333333333333	170.83333333333334	11.209716583642633	8.833333333333334	6.769930261575668	6.952544252239901	0.8363333333333335	0.8613527916730562	0.9269590120302335	0.2629305939894507	1.6363673857292886	-0.6527977927086824	0.43466164183215217	0.28872018242803915	0.43733333309955097	-0.7377472770994843	-0.4935231715096437	-0.5882555150897576	-2.061882096190139	-0.40693686084011627	-1.7002820150309452	0.4620189155250688
56	7.0	175.0	11.613348851957488	9.166666666666666	6.827447696181752	6.452421218151361	0.8126666666666668	0.7395933222260108	0.9170969239214778	0.3768940050868129	1.6482163338918108	-0.7129100727530687	0.5275860239388622	0.23388941189543053	0.4925513018884137	-0.6674239400628166	-0.4455140745636875	-0.7040096611412027	-2.171689259251893	-0.36097382626939	-1.747367212995245	0.46675515635420683
57	6.833333333333333	170.83333333333334	10.992847728828053	8.833333333333334	6.828919105469647	7.5789647746397835	0.8336666666666667	0.9086543128090406	0.9191104157267942	0.3819333940005171	1.808968036630879	-0.5869765521474433	0.5943136710193115	0.3772058175570392	0.5094756518055215	-0.4939127206321206	-0.26788141276229205	-0.8522395386880532	-2.206749987837102	-0.4059967846651441	-1.8067342474530839	0.4672633368156774
58	6.833333333333333	170.83333333333334	9.999979238153994	9.166666666666666	6.830022662435568	7.348644852761233	0.795	0.7134716730821727	0.9054119573549574	0.3384696505644031	1.854760398793134	-0.6589817178690542	0.5500563384143452	0.4262784269501948	0.4883182433311436	-0.4849778113082543	-0.37078303366210674	-0.9030252609979134	-2.166090981227501	-0.35817044653881275	-1.8318790508783684	0.468080593895381
59	7.333333333333333	183.33333333333334	11.658387065132404	9.333333333333334	6.955850330160009	6.007198048695069	0.8286666666666668	0.7952881999576165	0.9131987152314242	0.3059689629752104	1.8851612894471683	-0.5938113048805203	0.6089719022416732	0.44874936001482907	0.5782879763696143	-0.49630544494040946	-0.4206480861329563	-0.9815392435416191	-2.2360743957420692	-0.5089888921866709	-1.860040747880807	0.46589858975311116
60	6.666666666666667	166.66666666666666	10.05274340979042	8.666666666666666	6.883554414286674	7.930306055675242	0.8383333333333333	0.8640094130525814	0.9201704703974611	0.2970477106698122	1.955727931696479	-0.5659434992111274	0.673550077369368	0.438530050615494	0.5217376935607958	-0.4290242303639186	-0.47274517949359995	-0.8542862314011764	-2.2587991097301057	-0.4663960978574389	-1.8716579781015268	0.465363479838204
61	7.166666666666667	179.16666666666666	10.544548595894144	11.0	6.954332477381672	6.931175399055224	0.8263333333333334	0.7711936441211896	0.9140731998398189	0.4592202754644089	2.0815692352920663	-0.4539149320608402	0.7741144921341075	0.26724306107710527	0.4732936463956271	-0.4682142498432764	-0.6063312421932471	-0.9348035417872593	-2.1825196533626285	-0.41267899998287483	-1.8939199069477846	0.4642259428453188
62	6.833333333333333	170.83333333333334	12.687373442434364	8.833333333333334	6.924082691369587	6.504216825695454	0.8203333333333331	0.7993177914493667	0.9163803120910056	0.45779640630121265	2.047535941788057	-0.4496628800248329	0.739675012716907	0.26790520601638035	0.4580150453992293	-0.4921595659490369	-0.6483005524918849	-0.9475696409714383	-2.25861907999792	-0.39335466973755323	-1.9683832296309984	0.4648071911961605
63	7.333333333333333	183.33333333333334	9.332186805439795	9.333333333333334	7.026395351860523	7.640175319765651	0.824	0.7747100990265826	0.9147360457086222	0.4227837372214465	2.0554767022568097	-0.3769592375079248	0.6992370666569075	0.22518284166625058	0.4944039289215822	-0.43224904481680404	-0.5687692116133828	-1.0353354340645804	-2.281989439116836	-0.5670564057432916	-1.901903995317788	0.45813402809634873
64	7.0	175.0	12.75790369109695	9.0	7.019796513895392	7.8070691050758425	0.8136666666666668	0.8300858842920972	0.9099817870493347	0.5203800231932133	2.026183892181041	-0.42317990275012596	0.7731125184355869	0.24176852534073945	0.46929476605205683	-0.4551620450708762	-0.5308550803025339	-1.1170410835426134	-2.320757594019532	-0.50682655705607	-1.8244612988378617	0.4537405391111753
65	7.0	175.0	10.357151521204196	9.0	7.014847385421544	7.67255971357422	0.83	0.8261621049916562	0.9193518440272218	0.49309282261317045	2.0832735308459873	-0.3145253367197957	0.7653090822081828	0.17537012911446975	0.5106421699717679	-0.45464647229289723	-0.6136939324007555	-1.151022580527166	-2.30683725455735	-0.5110575735519254	-1.8156822250612579	0.45254101969218197
66	7.0	175.0	9.782305829595025	9.0	7.011135539066158	6.218185503889871	0.805	0.9300425102246445	0.9033149282642431	0.616319309139381	2.1726811468630967	-0.34187108632260566	0.8748273153179887	0.2910751171020721	0.6275772892035161	-0.42762961583869835	-0.6661348289914765	-1.1856207227886868	-2.3343608394934288	-0.5778598324085567	-1.8766934523759862	0.4507070658125367
67	7.5	187.5	11.148241718396505	9.5	7.133351654299618	6.720374680027679	0.8166666666666668	0.7876405989051616	0.9223974263469711	0.6437776888846681	2.2492554066608412	-0.30175461513307894	0.8684443075015493	0.2036531500980432	0.5964270403065046	-0.3996502165679388	-0.6013370734802239	-1.222039117868255	-2.454516785096603	-0.5151040233201396	-1.9182749667700938	0.45366317983969773
68	7.0	175.0	10.299652605641326	9.833333333333334	7.100013740724714	8.791071873724936	0.8186666666666667	0.7851033284169966	0.9205124586612699	0.7070712255944909	2.291465814439439	-0.21128938843026562	0.9219814787594218	0.057093299720433116	0.6688582249383651	-0.22118992847069485	-0.37087179204159826	-1.3188332117391524	-2.439465966326024	-0.532863867195989	-1.8901413192414727	0.4476547826668738
69	7.666666666666667	191.66666666666666	10.883684141846388	9.666666666666666	7.241676972210203	6.267759852446987	0.8133333333333334	0.7757822689934293	0.9106604759691984	0.8933472322341502	2.500420042813005	-0.09874560078113259	0.7861389408883699	0.16219682154457993	0.5716963269961599	-0.1779986348671494	-0.4133317678526875	-1.4302992355457789	-2.4847382917650225	-0.5412225847742733	-1.7931476345384734	0.44234548710509614
