epoch	reward	protected_cells	budget_left	time_last_protect	running_reward	avg_cost	extant_sp	extant_sp_value	extant_sp_pd	coeff_0	coeff_1	coeff_2	coeff_3	coeff_4	coeff_5	coeff_6	coeff_7	coeff_8	coeff_9	coeff_10	coeff_11	coeff_12	coeff_13	coeff_14	coeff_15	coeff_16	coeff_17	coeff_18	coeff_19	coeff_20	coeff_21	coeff_22	coeff_23	coeff_24	coeff_25	threshold_0
0	-92.0	145.83333333333334	4.529088147566287	7.833333333333333	-92.0	9.215824006005304	0.816	0.8785899049171714	0.9153797927031307	2.2530382593080605	4.70073250620657	10.512644458705552	-11.352203268501654	0.15963487717939756	6.581690223263312	2.3457537077507085	2.1695517659239636	-8.847736788148039	7.512172054085835	-0.4472796234893027	2.359340912463788	-4.33623547534255	-6.762844068862123	4.001833193507378	-2.0519889329734746	-5.101193350704627	0.9642887972076596	-1.5523352344337358	5.451040077673295	0.5057616561434801	-7.398796902564053	-4.416530500191121	8.698209201378265	2.6362375551616735	-7.492944166003936	0.7365335274332537
1	-94.5	145.83333333333334	7.873556147026336	8.5	-92.625	8.198516844800439	0.8109999999999999	0.8106817825455997	0.9142652613298826	1.4401606842176942	5.040880886061183	18.19115105914397	-10.755960154797215	0.21400271996386172	3.9547539918859305	-1.5208294052150642	5.834643205046548	-10.880564620498022	12.694410380214471	-3.822138554640652	4.927466925757115	-0.19705128608372036	-9.913645797216908	0.04664163374206032	-0.5462444486895368	-2.584937171509702	5.091448503891053	3.1531157596685713	10.977592174994179	-0.2578015215208983	-11.540139679408242	1.3804468465335953	13.820685087254489	8.72577812043534	-6.74398105415356	0.7765908712188817
2	-66.0	154.16666666666666	6.6443301420875	8.166666666666666	-85.96875	7.187262062038577	0.868	0.8647386509334574	0.9399901719184992	-3.1088448069050796	11.876394588539856	19.424822763951052	-7.631308701573493	0.07134450201767709	-1.6397481895477557	6.05368713634481	3.0379759116474148	-12.45554111079623	8.268143066377483	-4.037719056080373	-5.4290390102228665	-6.301667796200994	-7.80089642685332	-7.352379397684754	-12.335056834245876	-10.101223421597526	15.34709863143237	7.994561401443711	0.3472087423765302	1.0126046254619157	-11.12636159315157	12.884015885186727	12.025724739637118	16.915067607251608	-10.9900757095749	0.6572116196220501
3	-82.66666666666667	129.16666666666666	2.0681799549500446	7.166666666666667	-85.14322916666667	7.545798547076195	0.8346666666666667	0.7160238107744307	0.9221259645408989	-1.6282566688483853	11.638609460706736	20.051960755023202	-8.836814161310619	2.645966308250599	-0.6965312719664147	4.013778275072541	5.932044144793518	-13.093775528252058	9.746334531098057	-9.190694643734586	-1.9743329965137684	0.6929480684968912	-4.930627296076512	-3.212288942463947	-13.88000326623057	-8.254621012113592	17.48160262683392	3.8112512558996627	-0.7315121613836857	1.2854508305425338	-17.47137363978266	13.865669995077688	12.913930333319065	19.59503642079931	-8.314778348057072	0.5728491310049525
4	-68.83333333333333	145.83333333333334	1.3854897183510395	7.833333333333333	-81.06575520833333	7.250207775875237	0.8623333333333333	0.8268536339254479	0.940153538195582	-2.0558830728942814	11.924661718780136	25.748011641214422	-5.405471349951005	6.570445277981619	-0.816927460355801	6.399452982433582	6.783605203705626	-11.907093212613002	8.083060368035653	-17.376442407239487	-2.2085620035426206	-3.277693754590167	-8.168514179907094	-6.2647477725537275	-15.05290649139903	-5.902891347619912	11.191813195380178	-1.2980839469941374	4.343068916519387	8.76535484622131	-25.76800941360981	13.836801063902891	14.038777753680273	14.226443180088442	-7.908477103028644	0.3849771156403753
5	-55.666666666666664	166.66666666666666	9.274707158269576	8.666666666666666	-74.71598307291667	7.819178868223804	0.8886666666666668	0.9292508062362357	0.9488103359450423	-2.107823270258901	13.182509216983533	24.342174500220622	-4.935306932683355	8.381935338190168	4.2562498952442995	4.962535333805794	13.076646760326593	-16.49216632146985	9.352643623742077	-24.626343790767933	1.1592564855783105	-6.241017966779445	-16.834281507820005	-1.275114661231692	-10.56263812952359	-2.6096570550700218	12.31107745412673	5.986444841523258	-1.7502460025188409	3.9442166239981846	-34.85707431654202	14.725135017536136	20.387603922152177	11.148905223026773	-2.666483913980163	0.5395324294344476
6	-65.66666666666667	154.16666666666666	4.415521654707702	8.166666666666666	-72.45365397135417	8.41774308496703	0.8686666666666666	0.8303664847454733	0.940413106547917	-0.4160457217163007	17.106630749240104	22.243456683470136	-8.24090930885881	9.983203081041133	3.2020964625924107	4.832740219819164	14.639621573772391	-17.559694529630338	11.874863954663095	-20.989986707562416	0.7869902998707672	-4.656795645320182	-16.446488274628543	2.369071816800351	-7.67934082334756	-1.3464695469083428	11.234222073949562	5.657149335932512	6.8206349182809	5.4765133567739035	-33.14131514359319	13.63318044599429	19.73922960880235	8.793874496064602	0.5782258314994153	0.42604688792866374
7	-77.33333333333333	120.83333333333333	9.910094534681054	6.833333333333333	-73.67357381184895	10.64560994294398	0.8453333333333332	0.839088796138841	0.9269932903377495	3.427074148828864	22.411536613407648	11.84325267520252	-2.843026835049068	5.10358830807652	2.820628850394742	-2.327339202062932	13.368780963467275	-21.89062647943634	3.974750201148604	-16.265563540685445	5.633857443432428	-1.861238807925326	-14.723251178871658	6.009832365023872	-17.40968391444682	-7.832295124017779	12.538334034512813	12.531631332679655	0.4048898277779802	7.7409180373029365	-30.53520231409317	17.601590756768143	23.854485561839816	9.00611140966307	-7.480219439880964	0.5195774293179144
8	-73.5	150.0	8.782254098776376	8.0	-73.63018035888672	9.495938507096307	0.8530000000000001	0.7556270557996845	0.9346898906556365	2.8516136004922368	24.29957242964898	11.702178638130547	-1.8139968575561334	5.040300832282085	3.1958542426393453	-0.5953285760720339	13.92741858094297	-24.082504686444942	3.670198236544522	-15.598572886088842	7.733978301056533	-1.9210466264847073	-14.813488310094488	5.138374372529504	-15.826452884646166	-8.185998666376825	12.3895904241123	11.4373239574985	2.496469769003176	7.204873417187993	-32.53685277632328	17.80319248126482	23.050784903506866	11.366003619803775	-4.382630445040842	0.5306983809181921
9	-70.5	154.16666666666666	7.200468542824297	8.166666666666666	-72.84763526916504	10.43405104467106	0.859	0.9335195272799495	0.935943792240669	0.6352932798496509	31.13726213182574	7.897149075342132	1.7801149406052132	-0.5083399291629336	4.816661256510882	-0.3811939695782502	11.342289659635098	-20.103984084117105	3.908653777806576	-12.86777221608226	10.535512600266678	-5.025411911067275	-8.574883114080613	4.737462984973052	-15.527077282053027	-12.845322448912876	21.597242092662093	13.839464225646845	5.545785807441618	4.096520435050456	-28.323062801845012	17.79751638386616	18.430510790191015	8.932906111938237	-8.515632164978937	0.5295035784350114
