epoch	reward	protected_cells	budget_left	time_last_protect	running_reward	avg_cost	extant_sp	extant_sp_value	extant_sp_pd	coeff_0	coeff_1	coeff_2	coeff_3	coeff_4	coeff_5	coeff_6	coeff_7	coeff_8	coeff_9	coeff_10	coeff_11	coeff_12	coeff_13	coeff_14	coeff_15	coeff_16	coeff_17	coeff_18	coeff_19	coeff_20	coeff_21	threshold_0
10	-100.83333333333333	145.83333333333334	2.6153863320806	7.833333333333333	-89.49592860539754	7.330060675670711	0.7983333333333333	0.8473954606392032	0.8967741558264684	0.9704328508092388	-2.7417127173126925	-8.575595576577815	-0.3979174325663204	11.894477993467177	24.164856031239175	-12.631570251292192	-27.037790241025498	16.5951246467712	-15.78085670732664	8.600807457114055	-13.924034291613815	0.18237282027231672	1.0688152332387002	-16.638088906225825	-22.703651127556103	12.902937476710111	-10.45886360142791	-8.816450556884767	-8.897746171391653	-7.235431478643774	-24.73283460919248	0.40467413059932794
11	-89.33333333333333	166.66666666666666	2.4358552372139135	8.666666666666666	-89.45527978738149	9.066439961937496	0.8213333333333334	0.7890613296899568	0.9214347463561642	-0.6883287948218375	-4.483783961463824	-6.875521795256276	0.15604743327987636	8.422673604779073	27.28421572416925	-13.129955354822084	-26.251734644845158	15.648135238833811	-20.73707407738089	5.945158456289894	-16.84564772902682	-1.4465723284911252	1.3410599312791762	-18.54428996595795	-24.258715778374004	18.039921583147045	-6.156414062132865	-9.418465473425709	-13.106971390818867	-9.354426601269871	-21.366918127115827	0.37678595188032055
12	-101.33333333333333	158.33333333333334	2.242231067983292	9.666666666666666	-92.42479317386945	7.1112342998786575	0.7973333333333333	0.6306911304050247	0.9055074411790492	1.4954484188093025	-6.628293391536207	-6.943765496696828	1.6443318551583284	16.52978129473862	31.848769625894157	-12.153922643085352	-23.909123408352407	10.751893765438147	-29.377455545497305	8.17896349536502	-19.098240995156154	-4.05374278149256	9.767831199395001	-19.919948901549297	-17.117519223926337	10.41024031443385	-12.231618655289301	-9.194682879696812	-15.081183698438105	-15.516554274388405	-27.670743476397032	0.8014580229046819
13	-93.0	145.83333333333334	2.1363175794241793	8.5	-92.56859488040209	10.111618338504764	0.8140000000000001	0.6608316489530902	0.9132084877682759	-0.34161878889722197	-6.793060962701205	-4.1467400939298225	3.0972855980755876	10.366644143996876	36.63771985489609	-15.829550173805107	-25.624707286846316	9.082895471697922	-28.46265465350231	8.436860929704388	-16.755384211442912	-3.9886194056275324	9.112362336812556	-22.821024117130317	-19.339103006336344	9.503982419652546	-12.448045548601643	-4.84739098887025	-17.105387052383012	-19.480935809513273	-26.61159352291455	0.7118900991934468
14	-95.83333333333333	154.16666666666666	3.7264884638352207	8.333333333333334	-93.3847794936349	9.913136006954291	0.8083333333333332	0.716213201948341	0.9130832335944783	0.3439939245983835	-10.440581975717036	-6.625494365951145	5.758979731841662	13.663357124048204	46.45771715481226	-10.844503102420969	-26.498550047735606	9.282581867531093	-27.308783963061938	7.409891828881224	-10.435762383404246	-8.374530401346354	3.9926901220275077	-26.526119360044113	-19.48807760712401	15.299093090614775	-4.6885599330941385	-6.287698514265081	-16.406950132714293	-16.919464069561744	-30.32352710868254	0.8606387793678943
15	-88.16666666666667	154.16666666666666	2.758342897478556	9.166666666666666	-92.08025128689285	10.110018831369795	0.8236666666666665	0.8510257392758666	0.9210579605094761	4.781805232815158	-13.525553710024793	-5.900645344956069	9.018972416295348	13.82032144561966	44.15784785003909	-9.862244330892013	-23.751041796566543	11.067300872949499	-29.11785810543384	9.866388088089849	-10.751213943464204	-4.517450230407512	6.343110030133142	-30.325249630228143	-23.298569059807438	14.171179474866834	1.1039086049941522	-7.43563383673293	-17.806595139931	-13.856623582590657	-33.113071296030334	0.7061395128387886
16	-96.83333333333333	150.0	3.231729605219796	8.166666666666666	-93.26852179850296	10.36411273115691	0.8063333333333333	0.8583690159328244	0.9112289409187745	4.906567395621592	-15.153890199093208	-5.846002804063422	6.957236257711511	13.333517854046955	44.99533203208008	-10.949279394481986	-23.409332819236116	9.751454312396877	-29.59825569407748	9.23712960841295	-13.15820881627328	-3.628371710385382	5.38611074224825	-31.169603968756576	-23.88751600104958	15.240989432037521	2.0749375509165646	-5.6095948044308654	-17.232195235851833	-16.40428264616884	-32.73505294910211	0.7927440883924867
17	-110.5	141.66666666666666	3.2423874215738433	8.833333333333334	-97.57639134887722	11.508348225625774	0.7789999999999999	0.7009006471327469	0.894524842092688	9.121955272366346	-15.822799650918949	-7.448741156250238	12.8837134641801	13.794147505868839	41.048990761720944	-5.757695419896804	-23.574195401495924	12.10065675067106	-24.39005212201259	9.258822875611223	-12.06690631929008	-5.3889419540821315	2.0565993681099486	-29.502163582093885	-22.84389275690547	18.22353589233265	0.6789331236888536	-5.980514048380943	-17.571502750770915	-18.454746212278934	-35.93172476782526	0.7102430174781457
18	-76.33333333333333	158.33333333333334	3.656279908631157	9.666666666666666	-92.26562684499125	11.735261419053172	0.8473333333333333	0.880971062929627	0.9344035276394589	10.12894354077906	-16.460105433041175	-3.334558675704182	16.347819638570286	10.960320918565333	44.24330589654207	-7.979400500313712	-22.41879751542019	12.446882680987006	-22.479404149080718	9.157735409434007	-11.002659940523017	-0.5387724301633812	-1.5402189120772651	-32.40654794772763	-24.204205475765665	16.5909947895533	4.178092549871245	-12.317679090096036	-14.733884378398962	-15.47399726295314	-36.73597514199123	0.5038543274585287
19	-97.83333333333333	162.5	3.9633338654844548	8.833333333333334	-93.65755346707677	9.31280622324389	0.8043333333333335	0.8586181053728538	0.9110318191865283	11.306694466756788	-18.16855955896743	-3.6316080496035656	7.473338789425048	16.570943049997567	53.487344946585566	-9.135414084936649	-19.63575059823542	13.162545209221138	-19.091799106765563	9.224103019490451	-6.564054387069047	2.8968253438735667	-0.20084504147874593	-25.402287021340065	-22.122657258796814	22.47736049427421	5.676894758628229	-15.08316293001445	-14.191073243885311	-17.5129590282505	-34.29552533439191	0.5202323079568023
20	-80.0	158.33333333333334	2.5372344372392797	8.833333333333334	-90.24316510030758	8.0025609566505	0.84	0.8535201144001278	0.9245773422369234	13.190847122983575	-18.967642955905774	-4.045237287489897	11.283138339911362	20.15739790638168	52.274327771186634	-8.526311202753309	-19.909861538592637	8.045030162075289	-25.125810804627907	9.00932248037075	-12.023164275558681	2.1387934416883425	-0.5671052852396952	-22.767020551884915	-19.57323341773785	20.577487767129764	4.07249426362948	-7.977666758124204	-18.099744968034123	-16.803727463058266	-37.95270132146382	0.607199332869283
21	-87.83333333333333	166.66666666666666	2.372024823822903	9.333333333333334	-89.64070715856401	9.360254612454662	0.8243333333333333	0.7790902342643055	0.9212561612489317	11.244345318025259	-18.848955490837756	0.5330262052577792	9.451702732101912	21.62626614660449	52.05077669412007	-9.232973291247479	-16.265782371860908	6.6437497605975695	-25.230931311754343	11.577478672982213	-13.428843845608913	2.880210181553	3.4562890490601297	-25.910566668474523	-21.19544973555759	20.785546994831126	1.3147104605607556	-11.750444028577311	-17.01008843759039	-17.48381693855557	-40.64500040789679	0.6286556588072741
22	-86.66666666666667	145.83333333333334	6.01115343560545	8.0	-88.89719703558968	7.413313419304683	0.8266666666666665	0.8304031173549129	0.9168321028188048	10.386282427859358	-18.596564251052172	-2.7715346702678416	7.864003138520284	19.786792237131063	56.43464741051987	-4.357259349662822	-14.112273150258082	6.73674188717537	-23.531035208708047	9.700094269898402	-16.043466572206437	-0.7732430999534157	7.722704339117692	-23.86668781216092	-23.214911467079247	21.056019490806428	0.683109879365573	-15.765828024138582	-16.060908135017772	-17.477634210914935	-42.02351179858459	0.7359087576831339
23	-97.33333333333333	141.66666666666666	4.059801146013511	7.666666666666667	-91.0062311100256	7.708966243149727	0.8053333333333333	0.7021356109017445	0.908162575083722	14.657962634654286	-20.722354214307327	-0.9948662115907434	8.044192536983694	18.427166751107777	55.832528427793186	-6.093244117505321	-13.678264452786046	8.814167197099934	-26.566755422815135	9.184793335961455	-18.41556932334368	-0.6563290301793026	6.836233065327745	-24.93808384968761	-22.068300396664537	18.098732152047074	-4.485613569106577	-15.245055500359614	-17.24001175199887	-20.025090170094202	-41.56835858903266	0.7178907258699684
24	-87.5	145.83333333333334	3.378798828692274	9.5	-90.12967333251919	8.851324531730008	0.8250000000000001	0.8530239170516932	0.9156403502549856	12.909917744961321	-17.760879488441	-1.1168146871551456	6.917640161688176	21.88875323151238	53.14059555694391	-5.59429242363201	-11.928474187456919	10.860594667442605	-28.313073161013246	5.555066854495225	-18.200341995164184	-1.3001876055475166	5.0508330453154215	-26.367824277895217	-20.481766295563602	19.56766557245022	-4.760045832264827	-15.01889963519238	-16.443201386737464	-15.069759287916852	-42.374871092329315	0.5984869927926287
25	-91.66666666666667	170.83333333333334	2.0823186349928466	11.0	-90.51392166605606	8.170710264712925	0.8166666666666665	0.7853054935152906	0.9130838324398676	12.88984110392269	-16.799664506161285	3.1513180246619905	11.865335331944749	25.26892390581061	56.69047347874681	-7.9764710238358045	-12.191106566129996	11.3193480596547	-25.435431653277405	6.569916860786272	-22.14929595073742	1.6408985921833017	8.328199917392212	-24.668169762407146	-19.29870527646593	19.287589108055986	-2.5261139973162314	-11.733263262228245	-18.489526081087863	-19.711834583796033	-40.631132887246814	0.6467993099042815
26	-92.5	158.33333333333334	3.674291604433263	8.5	-91.01044124954205	7.906714672488864	0.815	0.7348518618024534	0.9129804761014854	11.144931970467356	-9.170741700674037	-1.3093907552519868	9.886078872786298	25.789210044985317	52.63708630997932	-5.62584453136197	-12.671855927751027	13.242206893216213	-30.65954210401432	9.464395703405195	-15.17257586867828	1.5641680830271054	11.617551969329076	-24.74422551952999	-19.928092371666388	19.65992580819761	-4.248444240553559	-12.653920338814762	-15.035379262079717	-20.28225948666652	-47.971603049185866	0.898038930260956
27	-97.66666666666667	154.16666666666666	3.8712565372707366	8.666666666666666	-92.67449760382321	7.209044582353879	0.8046666666666665	0.859006512452439	0.9008589805156512	6.563784301885083	-13.369067905976832	-3.7965627167739897	8.528405898493281	26.29415830490853	42.85593903223223	-8.890325039712035	-7.328447330376094	9.935495564594012	-25.244196889531775	9.843478615821097	-16.1884775583446	-7.715075126674142	3.1379083000581183	-19.80360185571811	-14.077118869150638	7.5764945694106345	-8.781321633175526	-11.943723248503641	-15.146334137079496	-18.26733599919438	-45.76748661870849	0.7724319528475149
28	-77.16666666666667	170.83333333333334	2.4240747863370875	10.166666666666666	-88.79753986953408	6.955305119138326	0.8456666666666667	0.8406011905552134	0.9364311642349393	5.855237144855099	-9.93965498087438	3.124652068525139	6.9171619774127135	25.0380713061493	42.853533068321255	-16.32811307137808	-11.834938238288487	13.395325544485512	-29.59284290973809	5.907188954287862	-11.580352635270984	-6.741017689779781	6.278320558730684	-19.872345837046762	-14.631644215239048	7.053377431442447	-5.328984288562071	-9.868486281350455	-16.772399383370807	-17.99426763371099	-47.4539594375961	0.7423643048307962
29	-99.33333333333333	154.16666666666666	3.117330716878063	9.833333333333334	-91.43148823548388	8.559652488625758	0.8013333333333335	0.822631305014223	0.9067011164433585	4.708347640481505	-3.5656451658138844	2.948224708402928	6.207691934856896	20.813769918290618	45.379327318042286	-27.80338425210006	-13.914393397195918	13.173436116598845	-24.875714174475014	0.4188341248648504	-14.755914773841711	-9.976125647370903	5.113427290852201	-26.07658644471687	-12.603999335399257	11.324204334468728	-7.206060601046581	-19.091964375422002	-14.30259022551153	-20.541519124273133	-44.092219913223325	0.6810001204835806
30	-86.0	154.16666666666666	3.738656863208076	8.5	-90.07361617661292	8.64420725623643	0.828	0.8271484334314145	0.9261769027469553	8.17865761469959	1.5638395710175317	2.7810543376322525	5.952788729988159	22.404122072778016	41.993194729133236	-30.072876457221806	-9.359205166113005	10.694900103899636	-16.930663732717253	4.023273648695428	-12.69201862348022	-10.971545845853507	-0.06859153943195118	-27.505452925581018	-9.19816202871315	11.120353071628235	-3.3076426340228697	-20.769065997587603	-14.554047300708275	-23.46669989710771	-41.24027029258221	0.7107248564657332
31	-85.33333333333333	150.0	3.1040279565369153	9.0	-88.88854546579302	8.700876595761756	0.8293333333333334	0.8065219736039805	0.9240905765643782	6.68539061956817	-4.212439286801306	3.6369755970912183	7.879939748868035	23.54032038978993	42.41401605920693	-27.98556231881626	-16.268091392214487	11.138700212009923	-18.5224957202001	4.474463741091347	-9.320645846428942	-10.564347388873882	-0.5038813206220711	-28.497958113251695	-9.251916291426134	14.20441567314607	1.8915181437610467	-23.683846518328142	-12.15102008290837	-22.58332019604083	-47.28324506927108	0.33050728251522093
32	-92.83333333333333	162.5	3.00855248388329	9.0	-89.87474243267809	9.512080683494158	0.8143333333333334	0.7521409535985081	0.9175906248161575	5.958398450315903	-3.264619075008989	2.156602601836771	11.347038385168648	25.79307502358764	42.16417799245892	-29.65367170920266	-17.435613116594364	10.438528005126154	-18.739563497971123	1.5761976371799626	-10.575496996606965	-10.968595342414899	-0.4040192067437249	-31.875614596809672	-8.550752579142088	14.460171119495993	1.873250637346446	-21.71267469877776	-12.57495896222063	-22.564596852304515	-50.605231143363724	0.22985813051844534
33	-85.83333333333333	162.5	2.057881186442277	9.0	-88.8643901578419	7.854825742254417	0.8283333333333333	0.7335053795212612	0.9242873533962173	3.9951043887287403	-3.4316812942826167	2.3113945462681023	10.162840693355355	26.22285321480808	35.994581024939755	-27.352731085122745	-18.67175585143557	11.22932116017711	-19.749623264228866	11.397424756562362	-10.713471082395266	-7.894433540659505	-1.0228610079934435	-34.254399911546365	-8.609579976198006	12.338578778729701	0.06389819285289189	-23.384216706679258	-11.003085625342269	-22.643550789209268	-50.31788415165119	0.26569367344969247
34	-87.83333333333333	154.16666666666666	3.5112589554427722	9.0	-88.60662595171475	8.80388475989537	0.8243333333333333	0.8509970738368845	0.9143331679258954	7.004022078456003	-6.579455464865847	2.0746772964159406	5.71902676338939	24.432517664640795	39.48643189185523	-29.703360606751307	-18.84110069931169	8.967064967594458	-19.76420394445043	11.701597286707583	-14.14735866599865	-5.46837343456369	-0.6753273674807194	-40.160513684458124	-10.088035221769692	11.691099656872302	2.294834693977602	-26.473204269069615	-16.22490724977824	-23.171306410046608	-49.390113971088745	0.5057033787021281
35	-88.16666666666667	162.5	2.808176589969854	8.5	-88.49663613045273	8.214696189976607	0.8236666666666667	0.8795303453472711	0.9133016189422846	4.836900716777688	-11.91196836932836	2.561496884932698	9.459650878113054	26.478905427361752	38.534656360812875	-28.02079547096368	-17.620933013905518	11.87630231451206	-22.04934624152365	12.933471702426287	-16.95080392865126	1.0803123254726783	2.699713664393423	-44.57738859329098	-7.829386526005104	11.485453670562283	5.5541753424847204	-26.451418257880285	-15.638821322713211	-18.05704835152795	-51.601549719601245	0.7709057979134601
36	-84.66666666666667	166.66666666666666	0.6742142195530417	9.666666666666666	-87.53914376450622	8.821938481926475	0.8306666666666667	0.7719451777589758	0.9268610047667254	3.567160818233604	-9.30127367594691	5.852809823538826	8.897427220929618	26.24378763311729	40.39617248542048	-27.152898768653298	-21.507196852265952	16.568170535615764	-17.99827619723403	13.561981333868626	-20.01571880101934	-0.4007271599632638	0.12295254529807442	-44.56741405678354	-8.722015928842985	13.110511184921203	1.1225571888766295	-25.2131018771105	-15.348787372068486	-17.768832557003762	-53.8658811123603	0.8174368645295398
37	-70.5	162.5	2.687375673392522	8.666666666666666	-83.27935782337967	8.927272643759704	0.859	0.8820486600749372	0.941631862986481	6.673622305608534	-10.241467950284179	4.182367718874385	5.73040849044614	26.216729601073407	40.12706897159863	-29.469655492253672	-21.246180391863206	20.825769801058435	-17.16857507980218	12.267746830176948	-21.12909188167271	-1.8955389515626118	-0.9390832380421503	-40.250936018164126	-9.071358904229301	13.062627150558441	-3.7639742304632318	-29.84770514855039	-18.357758977031693	-17.794752222658325	-55.53375362463082	0.7704620197026982
38	-73.5	166.66666666666666	2.5065387184990375	9.333333333333334	-80.83451836753476	9.076639133605338	0.8530000000000001	0.7945714024762857	0.9360191914189212	6.2505631932525825	-9.400427416402882	6.007788890506379	1.2317672624106546	25.803898637527286	47.282302122106465	-29.02789456810819	-23.253160666431842	19.211017694788573	-17.515108481693172	9.183946924063235	-23.099326771071933	-4.125502226715091	0.7925309698657983	-40.0049979329594	-5.957231214695444	6.821745619765073	-5.538396344165438	-28.011051851794036	-16.881927627203595	-20.15219137875273	-60.64930793046966	0.8134266040364563
39	-99.66666666666667	166.66666666666666	3.9068218035829445	9.5	-85.54255544231773	7.673093772411533	0.8006666666666667	0.9065417816276201	0.9037001811836185	8.562851238828811	-7.643173444977833	4.904687719629329	-3.52239848425405	27.9002827267836	51.98969859680029	-29.541441519881527	-25.537056195136504	26.107497587982703	-16.822890443202915	2.2038383491297813	-25.506441116211338	-0.1245939230252553	0.7483644303877781	-41.88702841767988	-8.408787086327678	8.791111682760654	-11.51451389905392	-28.48820492392357	-15.290096829733447	-21.593169603860858	-60.4316085454633	0.826744356736654
40	-92.16666666666667	158.33333333333334	2.014187111566042	8.333333333333334	-87.19858324840497	8.73811423341358	0.8156666666666667	0.8326816580158033	0.9117876634281415	7.926743827028998	-7.072400926331291	2.397192794841728	-5.947098465981289	26.47206866538609	51.83600033041488	-31.0664351022448	-28.57318026183578	24.23311769003245	-17.35903662602557	1.2876836745419795	-26.131598789387485	-0.9252325434983163	-1.5143552327519176	-41.87713276526004	-9.665105511356657	7.661288335720364	-11.24570605264364	-28.8386206251125	-18.458042781501028	-23.00064837461919	-60.78955223463868	0.8506153952997914
41	-88.5	154.16666666666666	2.471654592172754	8.333333333333334	-87.52393743630373	8.371898896867373	0.8230000000000001	0.8661847851656469	0.9214469220202809	12.096706088187947	-12.244532042756505	1.525964099174328	-6.474526312948991	28.483683568197932	45.02772911992798	-34.58325833844894	-29.42402848344691	30.31275265245208	-13.575641357471973	-1.3982032275062966	-27.869385240066894	-2.313553039872598	-0.08293108743327515	-42.6993774660443	-15.255857344594961	7.944649673267762	-9.503523608145603	-27.385214972365738	-12.771383413768067	-25.49290066779534	-63.296246218549086	0.8215254618257676
42	-90.0	154.16666666666666	4.557593784935565	8.666666666666666	-88.14295307722779	8.901277964162599	0.82	0.7790925381925525	0.9181208528275576	15.123246660092985	-14.264767016097796	3.3879807789594767	-10.610925676023765	28.79715567632687	44.41525755586621	-37.57137256559004	-26.334741232339713	26.3900762870773	-18.36037365075387	-5.87533302999319	-28.779440662170654	-2.4691226721345534	-2.3716310181811724	-42.75533495102668	-15.431976905935782	8.632800342981117	-14.185948630808573	-29.852476501041625	-9.810859729670952	-30.616455971025953	-62.24905553408393	0.8336347956355648
43	-82.33333333333333	158.33333333333334	2.40077406913306	8.5	-86.69054814125417	9.176756235271625	0.8353333333333333	0.8845876541307768	0.9244992354581166	13.85173877819232	-15.097400565728533	2.1895434521223147	-12.797480297123576	30.47885813227913	43.955591316174186	-40.66882496338891	-23.393137667488393	25.620451678317977	-19.3372910426503	-9.404515536630129	-26.811088668393797	-0.5453767837532371	0.7162422560777935	-43.51553053328506	-13.671009610783903	5.287282269582496	-15.89800762948502	-31.94729469836085	-9.370140082246428	-31.188130824724944	-59.442711808707415	0.6270238548496241
44	-85.33333333333333	158.33333333333334	1.7282902514874159	8.333333333333334	-86.35124443927396	7.551426040598049	0.8293333333333334	0.8229984770853352	0.9233829352416251	9.990726793065871	-17.348423017848695	3.264400307512215	-14.040263784083873	29.0302194868447	40.978596181466166	-41.83426250722828	-21.308653732067597	23.678395265510005	-22.12936492816857	-9.60752800031206	-29.757095194907198	-6.425038660878762	-3.386712226828388	-43.038874351952586	-11.088297024480571	5.602947567526092	-17.59536507033114	-33.51017861633115	-12.238129805579355	-35.207291379768	-62.26803226142086	0.5402414970731578
45	-105.0	166.66666666666666	2.3895933869735284	9.333333333333334	-91.01343332945547	7.6802763001947865	0.79	0.8878963107557869	0.9055009614527445	10.28604289843222	-14.778135907705062	3.946535449630243	-14.086832104926183	28.30768853865022	44.05039992312606	-42.60487222273328	-21.111770296453003	23.7163201191079	-21.34380988428297	-13.87504699445358	-28.62672803966308	-5.456497161015721	-3.8318968952651704	-46.20081757665919	-10.260231575826145	2.430906246158854	-15.306826429676756	-33.10966646402417	-12.155845433853868	-33.06576827720296	-60.38170953655777	0.4966661092370539
46	-101.66666666666667	154.16666666666666	5.1110704326166205	8.166666666666666	-93.67674166375828	9.184306267658172	0.7966666666666667	0.8128384719084747	0.9070367446704947	1.6359471424140661	-14.768962351324124	8.008910532077714	-11.672520629957157	32.20368492602509	43.55819680540422	-45.50945547781219	-17.870530918910358	19.195129365995346	-24.693715878163587	-14.387045213571524	-31.05148768883997	-10.533386181099353	-5.54127373567714	-45.2714566732421	-6.526918619693156	-5.424298651811386	-7.936057858999586	-33.94652024398722	-13.1018224781478	-36.809879065877	-63.46087922197001	0.6820009617727463
47	-86.16666666666667	158.33333333333334	3.703399690593404	12.166666666666666	-91.79922291448538	8.436651344451612	0.8276666666666666	0.8423095266671875	0.923393525517862	1.880146517051526	-12.647827703493231	5.168875553287876	-11.585285143523368	32.88418538224625	44.86323919152131	-42.80073043649555	-16.598674720100217	21.71967972782234	-27.394949157302964	-10.89484979752337	-33.2317435922281	-4.910484163832945	-3.107357845588913	-45.816476470139705	-3.72440537063123	-6.803572644751599	-9.265167973132773	-34.105578109681794	-12.804837902271077	-35.65070867424606	-64.52860386160458	0.5750496665278717
48	-85.5	158.33333333333334	0.560971924055523	9.0	-90.22441718586404	9.351996335225298	0.8290000000000001	0.8749081053623474	0.9269610246077292	2.7699671518193667	-17.75462838335485	8.257511726257956	-12.506167434701068	32.17886089805246	45.28806257695455	-41.4009175636855	-15.788634076511434	18.87577893379162	-26.260387670200043	-8.397741829495349	-31.704231524538585	-0.25985763037237053	-2.732756796938056	-43.99510370879246	-1.2463077193112402	-9.147383951902437	-10.687450081126853	-30.435849892823587	-9.230452356542763	-27.593020115832868	-62.40244009591842	0.5139753995339681
