epoch	reward	protected_cells	budget_left	time_last_protect	running_reward	avg_cost	extant_sp	extant_sp_value	extant_sp_pd	coeff_0	coeff_1	coeff_2	coeff_3	coeff_4	coeff_5	coeff_6	coeff_7	coeff_8	coeff_9	coeff_10	coeff_11	coeff_12	coeff_13	coeff_14	coeff_15	coeff_16	coeff_17	coeff_18	coeff_19	coeff_20	coeff_21	coeff_22	coeff_23	coeff_24	coeff_25	coeff_26	coeff_27	coeff_28	coeff_29	coeff_30	coeff_31	coeff_32	coeff_33	coeff_34	coeff_35	coeff_36	coeff_37	coeff_38	coeff_39	coeff_40	coeff_41	coeff_42	coeff_43	coeff_44	coeff_45	coeff_46	coeff_47	threshold_0
10	-46.666666666666664	183.33333333333334	7.656102334340447	9.333333333333334	-51.94902960459391	8.552771961142435	0.9066666666666667	0.948543450164014	0.951800316830724	-2.8265565720688772	-14.766792885560344	2.2964893310631562	8.315044561534231	-7.216802100707338	23.618888776637984	-17.70188545179101	-10.48880680689557	22.381381390669905	3.0695827149563497	-23.98302451408329	-2.0643554273774285	12.82296849414552	-25.993948006828656	-10.58332193356297	9.994810830005667	-4.739855573477053	-3.300307325081734	1.7057360769377468	10.415029342033064	-16.364686827815014	-9.026532577342456	8.217618186801868	-3.786463594008859	-22.834437295807376	8.380254314699108	2.109360022427453	-8.181571257865784	-13.019864606134062	19.869428291655716	3.2421279048853884	5.298099143398429	9.146999324888215	9.409173133913953	-15.019116989597212	-14.049611523297692	-2.4246746332688054	-8.649336860830829	11.388300914071547	1.513817717117195	4.249593905188185	-1.9524169576434116	2.26790618675812	9.861980379321748	12.574287711978823	-5.2683145302750924	0.41938331934597295	18.54009077546336	0.7562340594116589
11	-52.666666666666664	183.33333333333334	7.50893145797978	9.333333333333334	-52.1284388701121	6.144064874453197	0.8946666666666666	0.8699449207621338	0.9489308217973895	-2.149267765292159	-13.514303437138556	0.8672541778644169	9.370063995493856	-7.407693816492523	24.76162164135778	-14.855034934367332	-8.978784934458094	21.950140409685154	2.3429695938714885	-23.02407174120157	-1.6335689134319362	11.210368888665156	-27.218894629603362	-9.76562725084184	10.161866012903065	-5.926558932393425	-4.1353448985528125	2.4873237353715067	12.768615502309142	-16.751362165011027	-7.934224634015148	9.04283361238692	-3.049139600104894	-22.211459652149962	6.096532554951546	0.28667777522779425	-8.512901514159628	-12.632652381201828	22.088977515196603	3.483128293824014	7.695436281391085	9.264102948299834	8.135976188513832	-15.255348053971604	-14.738302355012591	-1.2096609812364045	-9.069792861170159	10.355298718195971	3.0689736580783937	3.7779513317535582	-2.617327565092267	3.1922132601570232	10.082210442309886	13.234282086570547	-3.9907991763406176	1.4831357554840325	18.069099818610947	0.7535964067079488
12	-52.833333333333336	166.66666666666666	3.6275249865776344	8.666666666666666	-52.30466248591741	7.492636478767049	0.8943333333333334	0.9298267630359459	0.9481568150154244	-3.1576966651132925	-6.779401416565258	-0.03367198932250348	5.244561364375454	-4.760003483625827	23.326165451261904	-14.558357361430733	-5.020376334679103	24.621682464880454	0.04350516363028101	-21.45838703353119	-1.7174175269351664	10.750569931765698	-26.66302223308608	-9.300298221609433	10.95258804254366	-6.0850560151528414	0.5266391707610287	0.5295276048074014	9.510527389332205	-12.522682028885665	-10.310501132048753	12.448630878968455	-2.0201883221107293	-25.069114941593334	5.376128711771016	-1.790961848847367	-8.041079366371756	-10.512564890456375	22.290566448852147	4.844716384506259	7.568429150677544	11.683892336341726	11.487283715960805	-13.592847852399592	-13.66244443186863	-1.9360828845157063	-11.53374022440563	14.350277295328146	1.7677115774324919	3.6082831225572574	-2.530516331004793	3.6895663921570443	12.850406056225637	9.215465618431459	-3.9218336022780775	-0.7251132648019261	16.977872477161057	0.8169688270923017
13	-48.5	195.83333333333334	2.3635519335298274	10.666666666666666	-51.35349686443806	7.88643534561595	0.903	0.8857568282637095	0.9526448532514556	-3.6508404681360727	-6.79308479879294	-0.6963723069050689	4.985292438729791	-4.203964466221971	20.589457985100612	-15.341377589360636	-7.1240751365468	23.432024355077985	0.08278471612471816	-20.88026350299031	1.1325211817025687	11.824634175988221	-27.82449814355493	-9.64849889120876	11.2118280812149	-6.046790768797715	1.2940040393302097	-0.659780692058638	8.747941674752537	-13.259578575287106	-7.820786561198303	9.668305507550457	-1.5363168018113373	-25.34126224160494	5.76157539361962	-0.8288937563818685	-7.467388419696478	-10.732777853539602	21.164013328822403	3.0212214776502586	7.729948412900961	12.112775283019335	12.251087080137232	-12.998643606258412	-14.299077375056067	-1.2788173379882835	-9.89800565649556	14.936927707561923	2.2930265148652476	3.3909729214453868	-2.456182449495909	3.9465168742513863	12.700384653662354	8.825787802805662	-3.560435162815589	0.9055300084984785	15.037277418864498	0.8192443841247915
14	-55.0	170.83333333333334	3.4130047728561776	11.0	-52.26512264832854	7.7373894402959245	0.89	0.9605507423275782	0.9481268840199006	-1.0356991746520565	-4.671401651192715	-0.9089817066645814	6.281632126367738	-2.83352488399032	16.508049391591687	-13.842229934367099	-8.343724280496847	22.775820875886875	-2.6018187301777465	-21.01595124361861	6.3227795743710455	12.299124931515713	-29.69951519784918	-9.931325939860404	14.745905707752755	-8.586047078079751	-2.0743532374699862	1.8505916880384805	10.634286577243152	-9.389286341984803	-8.542514880276391	12.548276701810678	-0.5253196740944199	-24.56265734840178	6.5068356505517215	-1.9775119293076084	-6.813849732071721	-8.391629110648285	16.67357808911042	2.5545797710243927	4.200007457111936	9.992786574197053	13.769790870957003	-12.315824702899242	-10.472766691828456	0.7542365846558636	-8.374163777764428	13.161878883116568	-0.2638163251912413	2.2214754150542526	-6.505367099732884	1.1943891985019617	12.096210438243194	5.051295838922437	1.0425464990950677	-0.13142078292391268	11.06353996774888	0.7059956785718744
15	-48.333333333333336	191.66666666666666	3.4114324221822567	10.0	-51.28217531957974	7.45279267243286	0.9033333333333334	0.9183651173057145	0.9471023819436332	-2.0912069963611533	-4.305769973505533	-0.29917955978091326	4.678395785991997	-4.43787629429066	16.878963292294568	-12.218244735585785	-8.505292888713516	22.797320788376652	-1.7156971006775428	-19.658258489043014	6.495467543193509	12.418652567262143	-30.052083179601954	-7.76971590620156	14.31003370979851	-7.891053571557544	-2.2118930345707155	3.396415812839867	10.630276762953693	-10.094797846314453	-7.663625656770866	12.4489561363726	-0.6772261151161147	-25.856127249019593	7.059287019338904	-1.8692983006969055	-5.917651333198396	-8.590598352870884	17.287844505855503	1.4923478061334912	5.310061221972802	10.05543292555792	13.920363087803553	-11.514254979131593	-9.336391923953759	1.3466238472100325	-7.540284521104209	13.102242871171288	0.7716857151929399	2.142296357880333	-5.632519435914246	1.2700107888495251	11.913733126736172	5.10039067177579	1.2467481577566613	-0.2816138667926879	11.265151621702858	0.6684371149780053
16	-46.5	191.66666666666666	3.062502566827052	10.166666666666666	-50.086631489684805	7.887913955964233	0.907	0.8890792940621014	0.9536469911084877	1.718486332813539	-3.732629099771528	2.3638755246092336	7.7627674339276265	-4.17467587629021	18.238783587651092	-12.17949237132316	-7.083415851396924	23.247234695145817	-2.9085433664642704	-18.231796946186886	5.316377550484829	10.874938400211237	-33.69480842254719	-7.513570098352404	13.40015130727261	-10.513959487882651	-0.5696028976992502	7.199437173648084	11.21584956129109	-9.258699666153095	-9.718134722188646	9.21161607765908	1.7114606933879368	-24.64419184295724	10.519128850798188	-2.0733034565489343	-4.559640493818877	-3.6087540099644437	22.277103070350165	5.386511999423391	3.2867668229092564	11.007814210502566	14.663372022181356	-13.998804616556166	-13.176719818443297	0.7766087273477601	-7.070562350998988	13.399453608658037	-0.6927104024390798	1.3214063200379802	-7.104775628152309	-2.8140607168891165	12.91956174092296	6.762243865878561	0.7795831019600705	1.8792553306075344	7.560630335147511	0.7592507922750248
17	-49.333333333333336	195.83333333333334	6.137017535705527	10.333333333333334	-49.89830695059694	6.846473825650865	0.9013333333333334	0.8538513112116272	0.9496678678086314	0.9298030532008136	-4.070266496348305	1.604307861021489	9.531617961276732	-4.009371500206677	18.81852623171779	-11.91296699773277	-3.429769273874568	22.035446289509263	-2.333332548505899	-17.867066340481006	5.07397298324777	11.540946339157491	-31.994524388664008	-3.3406823650441657	12.972524250284815	-12.140795015746946	1.1303126199412838	3.9911339126415193	13.360972617221123	-8.070952726741321	-7.203524371976927	6.614700779684062	2.6184162236763986	-24.276901927099246	10.96922997046506	-3.62823263408171	-5.302755090691832	-1.884794186984412	21.21909632291575	5.801690223592881	1.8446393369512628	10.234337511593983	11.822972008403816	-13.303835363138097	-14.384348205292307	-1.570626295490436	-7.526177105095712	13.476489133084389	3.553051050553768	4.010018324377082	-7.614019883341121	-1.1329877731937312	14.879379623141707	4.522969581643794	-1.124474666721437	4.7718271938950165	8.824651809586404	0.7091090081535789
18	-44.333333333333336	200.0	6.200246547151011	11.0	-48.50706354628104	7.068449251599812	0.9113333333333333	0.9094876021288646	0.9573969155364023	2.6931254876479893	-5.172785641026861	4.145245393157681	12.63485946537996	-2.6433869812538555	16.181019288765675	-8.516055162761527	-3.9778919986796626	21.970738087700166	-3.2413393241150126	-18.461303833768383	4.770822975625369	12.738112250619206	-35.06397805050821	-1.1026603071691548	12.429715228318928	-14.200484079853695	4.25379501176244	5.778752744569682	12.965622916876681	-8.904230940706261	-8.992504769355929	9.51712360938156	2.283011354372305	-24.25034527401091	13.275983697618585	-2.2959921098263503	-8.934729955326366	-1.0905111889305608	24.02025081395434	3.7163191433834664	0.7894092940829991	9.391587539988436	11.932371841697789	-12.26602017960719	-13.684601087383598	-0.8102887689311952	-9.32538605658988	15.316949478549413	4.30619706743785	3.452276022805175	-8.433279308133908	0.9131855438522716	17.270388378687272	5.075168944867909	-0.06224308417016711	5.324266677638159	8.909220608228612	0.7339476619752676
19	-50.5	187.5	6.9920183518421055	9.833333333333334	-49.00529765971078	7.62460849518229	0.899	0.8832795379857633	0.949375032744772	2.427533474124864	-4.939999895590685	2.8884538188190545	14.789080159764849	-3.7480882368429107	17.099722965524656	-6.195781225568832	-2.0058068506048636	23.114191162070885	-2.546676992396887	-20.405826109502364	4.0161690728859	13.722521228211308	-37.21024704934897	-0.7430817840958996	12.680727203851008	-13.38568617876178	5.001486144879757	6.077552364453816	12.458698809048851	-8.853905437017827	-8.43805000017999	14.550324250196244	2.9131236039067994	-24.02239823709767	13.976610557858926	-1.584327889937343	-8.026051499388824	-0.8731220503476456	24.33860987019345	4.682993782641987	1.1694070631364686	12.179882999960284	10.91257988011923	-11.890043427356842	-12.341027309973645	-1.7846766183502831	-10.554623189111854	15.549835542806878	6.2277345926443175	1.1078980035428598	-9.846858976054223	0.740399760072098	15.328943294584453	8.242950405006827	-2.4017153545302463	6.113142808417218	9.597508308927177	0.8328887389287338
20	-48.5	195.83333333333334	7.349116873753629	11.833333333333334	-48.87897324478308	7.144826620114834	0.903	0.9663891772218348	0.9516824295267824	3.4292925290348424	-4.531456114084953	1.7884704209374422	14.768458525761208	-4.2467835718317755	16.62947599528491	-6.042584470909965	-0.8806186427201104	24.379123705323302	-2.2756641157715745	-20.90483132301086	3.825654108577106	13.856391619870996	-35.92697206821509	-1.5578753852267404	12.417561813210204	-12.418295850953747	5.177538943822524	6.875094660561097	11.728594784922933	-7.973143760871843	-7.981117335569636	14.357446226898443	3.5055958305960435	-23.445267616308392	13.614836205869318	-1.5501923403817206	-6.662244074424084	0.012484987004144021	25.413873916226034	5.91946576976172	3.156797593108485	13.193356423632864	10.903829112306209	-12.995392057501112	-12.496573607927225	-1.8642029491333696	-11.495318230287003	15.484976563319112	5.016153993251876	0.5543691676445567	-9.669668193380392	-0.7030264765792051	14.984638380202	8.017240619214816	-2.139193883924616	5.879864920084057	8.8849093414584	0.8399041366746072
21	-47.5	191.66666666666666	7.739695211347308	9.666666666666666	-48.53422993358731	6.939697497005382	0.9049999999999999	0.9570994387213486	0.9542918724331383	1.7290672580240471	-5.683836261333098	0.4562786690392442	17.93289475400228	-3.2154311830792173	14.045091972230788	-6.224666465970772	-0.4169230559004002	24.341266564154672	-1.2178772938072315	-21.987648476431115	4.328576570299541	15.976683912992227	-34.02257141108839	0.16432067113922755	15.786269779151738	-12.839109464987207	6.087943590877492	9.310935069985241	10.685552004355658	-6.2730425221350625	-11.036701874353943	15.886460350622169	2.78562900358043	-19.094127561121017	13.221731088828523	-1.6288517140203804	-6.234759430647347	-2.1665305204364547	23.8846578009949	11.122741990077035	4.888896062289719	11.041563975663918	14.057411603864628	-11.920074104911944	-13.17393744084759	-2.232074808337807	-10.538506676686694	15.703965007649218	7.978216379604289	1.3768439028322061	-9.130607259219984	-3.384106185493213	14.963645677244157	7.641084403110233	-1.826731135653744	4.787342987292773	8.462066224711823	0.8851901673471797
22	-57.166666666666664	191.66666666666666	7.883337099718994	10.0	-50.69233911685715	6.149987553454594	0.8856666666666667	0.8453258913081406	0.9364018522172765	1.0612703766114309	-3.6342685262457533	1.2211706902832544	13.425724126515863	-2.0096728620085096	14.620529591714675	-7.037499037728174	-1.384558023317546	24.449037339079307	-3.2299467972339446	-23.040538812797738	2.828600668745348	19.25059233090811	-34.21930764567189	-3.1621379269686143	13.96349875404669	-13.246196804037837	2.9886206904034145	10.89477604233227	13.102846034431384	-10.740591063575089	-10.196393024370224	17.212447156262698	-0.7857986980178224	-23.32237287214921	16.39360715252504	-7.1792558947804626	-9.046830022817595	-3.0046550341326306	27.27151691102123	12.468570860614633	5.062212514900694	10.02129813362735	14.479604181898637	-10.30961414673702	-19.678272137273186	4.524687317573791	-11.857546023062525	14.624047837145396	6.4916436972154985	-2.7025609275287685	-9.12231228787716	-3.122372575317989	15.18368384102509	7.211960419976476	-1.5606201405065558	0.9630985828116425	5.830434794135155	0.8910542896000754
23	-42.5	200.0	7.675547711887314	11.0	-48.64425433764286	6.105652501204904	0.915	0.8320536389419617	0.9556866195147674	2.2466350897998324	-1.4568196307312418	-0.4480753334792691	16.426093355838695	-2.3350552101602875	13.512539169107768	-6.408452276650703	-4.935393199007473	24.557848466018687	-4.536007734811719	-21.258405202086088	1.146405431705729	19.902364136593047	-35.1576260997607	-4.088535418394006	16.947281223278765	-12.818648206890684	5.135022214050471	12.898115523175818	13.132679033527122	-11.495204230452238	-9.810059707517649	17.916557590051255	-3.6626759616187883	-23.722661264848377	15.646524012858263	-7.155724982366784	-9.016719365200464	-1.9461846504578941	27.339857788492385	11.687479620407364	3.8558203115555987	11.370154339531881	12.977804851103922	-8.331352328190436	-18.913565256905898	4.331769600087975	-11.58262239856516	13.053953150905176	5.335910951420741	-2.873203366761621	-7.384562447977627	-3.999323530029508	17.164455421736836	8.689706892088271	-1.7441161909111291	2.942951139142773	6.541802466754852	0.8758387573265152
24	-55.5	195.83333333333334	6.930490303937449	11.333333333333334	-50.35819075323215	6.876681472193088	0.8890000000000001	0.8579723222905214	0.9419158256003732	0.7046675688834882	-3.1423451183480036	-3.384793522197188	17.342255403260285	-2.2650537849911854	12.844853673330018	-5.429635656004904	-7.927001589676666	27.257403922222267	-4.831181901672131	-18.511875399968368	0.6048706834356408	17.35860499225525	-33.23813565584167	-4.876647258296655	18.656221190119687	-11.46375866174609	5.882529095159182	13.719583526331704	12.742928222643256	-9.574587470157846	-10.513856452973313	18.75677520625024	-3.106053704378213	-25.380829233906546	15.761704709456712	-6.087209510647661	-8.023604532439515	-1.01212086200882	26.143415816664398	14.123690062820016	2.6940169537558942	9.180617666526423	13.300158565924358	-6.031300730521492	-17.295249309098125	5.092977839229391	-10.519098972060073	15.742232867014373	5.6401128366228335	-1.690364927006468	-6.020849573557708	-4.528190211243915	19.129751974622398	7.473467111556986	1.06622761389437	5.2980646834876755	5.613919942817075	0.8803769432666473
25	-45.5	191.66666666666666	6.330251392115226	9.666666666666666	-49.14364306492411	7.066324879336762	0.9089999999999999	0.9534832214483174	0.9545887157445448	1.1178541171827368	-2.0188027186678315	-2.941200865029592	15.105685448786998	-1.4936763926213263	14.517600069662983	-4.150272341263272	-9.136866801245299	27.944927756224608	-7.418843330092066	-22.13058277675164	1.3076939826975065	16.9581287723761	-32.65298812833419	-6.827337406986837	21.183515888978068	-10.226236765197022	0.5264795911334641	10.820057180012613	10.928895991136645	-9.743609908153578	-8.004437150863076	18.07381883949374	-5.622885354109915	-27.269442547167174	17.846423306327186	-6.764959623905075	-6.93825116257994	-1.6624772179183358	22.629828742936887	16.227148359075848	2.6892261469332315	10.736625593505867	14.612218926213647	-9.224139048944497	-17.587286271924864	5.757080832635821	-8.685509809603419	13.159486144292526	5.548067532807205	-0.2984436603600824	-6.182684794816003	-3.462768210514363	21.29662727225969	9.300021365678248	-0.34326255804317296	3.661207080382423	8.582427180254738	0.8748527792121777
